type,id,incipit,siglum
Chant,419240,Domine Jesu Christe seminator,F-Pn
Chant,419252,Domine Jesu Christe pastor,F-Pn
Chant,419409,Domine dilexi decorem domus tuae,F-Pn
Chant,444296,Domine deus virtutum*,F-Pn
Chant,444569,Domine deus virtutum converte,F-Pn
Chant,444728,Domine audivi auditum tuum et,F-Pn
Chant,444952,Domine suscipe me*,F-Pn
Chant,445296,Domine si tu vis*,F-Pn
Chant,445298,Domine puer*,F-Pn
Chant,445299,Domine non sum*,F-Pn
Chant,445304,Domine salva nos perimus*,F-Pn
Chant,445315,Domine ne in ira*,F-Pn
Chant,445350,Domine dilexi decorem domus,F-Pn
Chant,445353,Domine deus Israel exaudi,F-Pn
Chant,445422,Domine in caelo misericordia*,F-Pn
Chant,445425,Domine in caelo misericordia,F-Pn
Chant,445464,Domine ne in ira tua ,F-Pn
Chant,445486,Domine deus meus in te*,F-Pn
Chant,445534,Domine libera*,F-Pn
Chant,445563,Domine deus propitius*,F-Pn
Chant,445568,Domine deus virtutum,F-Pn
Chant,445579,Domine refugium factus*,F-Pn
Chant,445583,Domine refugium factus*,F-Pn
Chant,445593,Domine probasti me*,F-Pn
Chant,445595,Domine clamavi*,F-Pn
Chant,445624,Domine audivi*,F-Pn
Chant,445645,Domine exaudi orationem*,F-Pn
Chant,445649,Domine exaudi orationem*,F-Pn
Chant,445655,Domine exaudi orationem meam,F-Pn
Chant,446131,Domine qui me creasti et,F-Pn
Chant,446204,Domine si tu es*,F-Pn
Chant,446216,Domine tu omnia*,F-Pn
Chant,446286,Domine non aspicias peccata*,F-Pn
Chant,446530,Domine fugium*,F-Pn
Chant,446589,Domine puer meus*,F-Pn
Chant,446590,Domine non sum dignus ut*,F-Pn
Chant,446600,Domine refugium*,F-Pn
Chant,446682,Domine refugium*,F-Pn
Chant,446704,Domine refugium*,F-Pn
Chant,446715,Domine non habeo hominem*,F-Pn
Chant,446720,Domine bonum est nos*,F-Pn
Chant,446766,Domine labia mea*,F-Pn
Chant,446776,Domine refugium*,F-Pn
Chant,446859,Domine refugium*,F-Pn
Chant,446883,Domine ut video*,F-Pn
Chant,446945,Domine refugium*,F-Pn
Chant,446974,Domine si hic fuisses*,F-Pn
Chant,447018,Domine labia mea aperies*,F-Pn
Chant,447181,Domine vim patior*,F-Pn
Chant,447349,Domine abstraxisti*,F-Pn
Chant,447511,Domine ostende nobis patrem,F-Pn
Chant,448039,Domine si in tempore hoc*,F-Pn
Chant,448046,Domine si in tempore hoc*,F-Pn
Chant,448410,Domine tu omnia nosti tu ,F-Pn
Chant,448424,Domine si tu es*,F-Pn
Chant,448441,Domine si tu es jube*,F-Pn
Chant,448501,Domine si tu es*,F-Pn
Chant,448657,Domine si tu es*,F-Pn
Chant,448780,Domine non aspicias*,F-Pn
Chant,449245,Domine mi rex*,F-Pn
Chant,449259,Domine mi rex*,F-Pn
Chant,449741,Domine exaudi orationem*,F-Pn
Chant,449913,Domine si adhuc populo*,F-Pn
Chant,449940,Domine si adhuc*,F-Pn
Chant,449954,Domine si adhuc*,F-Pn
Chant,449996,Domine Jesu Christe*,F-Pn
Chant,450007,Domine Jesu Christe pastor*,F-Pn
Chant,450040,Domine Jesu Christe*,F-Pn
Chant,450185,Domine Jesu Christe magister*,F-Pn
Chant,450422,Domine praevenisti eum*,F-Pn
Chant,450487,Domine dominus noster*,F-Pn
Chant,450494,Domine quinque talenta*,F-Pn
Chant,450508,Domine iste sanctus*,F-Pn
Chant,450571,Domine quinque talenta*,F-Pn
Chant,450648,Domine qui custodis pactum*,F-Pn
Chant,450652,Domine si conversus fuerit*,F-Pn
Chant,450677,Domine si conversus*,F-Pn
Chant,450679,Domine refugium factus*,F-Pn
Chant,450691,Domine si conversus*,F-Pn
Chant,450723,Domine pater et deus vitae,F-Pn
Chant,450735,Domine pater et deus vitae*,F-Pn
Chant,450881,Domine deus qui conteris,F-Pn
Chant,450885,Domine deus qui conteris*,F-Pn
Chant,450890,Domine deus qui conteris,F-Pn
Chant,450905,Domine rex omnipotens in*,F-Pn
Chant,450910,Domine rex universae,F-Pn
Chant,450913,Domine deus caeli et terrae,F-Pn
Chant,450914,Domine nostri miserere,F-Pn
Chant,450919,Domine rex omnipotens libera*,F-Pn
Chant,451085,Domine in virtute tua*,F-Pn
Chant,451128,Domine deus virtutum converte,F-Pn
Chant,451146,Domine deus virtutum*,F-Pn
Chant,451164,Domine in virtute*,F-Pn
Chant,451204,Domine deus virtutum*,F-Pn
Chant,451221,Domine deus virtutum*,F-Pn
Chant,451239,Domine in virtute*,F-Pn
Chant,451280,Domine deus virtutum*,F-Pn
Chant,451298,Domine deus virtutum*,F-Pn
Chant,451315,Domine deus virtutum*,F-Pn
Chant,451338,Domine deus virtutum*,F-Pn
Chant,451376,Domine deus virtutum*,F-Pn
Chant,451400,Domine deus virtutum*,F-Pn
Chant,451404,Domine in virtute*,F-Pn
Chant,451421,Domine deus virtutum converte,F-Pn
Chant,451444,Domine deus virtutum*,F-Pn
Chant,451460,Domine deus virtutum*,F-Pn
Chant,451528,Domine audivi auditum tuum et,F-Pn
Chant,451614,Domine*,F-Pn
Chant,451820,Domine puer meus jacet,F-Pn
Chant,451823,Domine nonne bonum semen,F-Pn
Chant,451827,Domine in virtute tua,F-Pn
Chant,451831,Domine ne in ira tua ,F-Pn
Chant,451850,Domine dilexi decorem domus,F-Pn
Chant,451856,Domine deus Israel exaudi,F-Pn
Chant,451902,Domine in caelo misericordia,F-Pn
Chant,451945,Domine deus meus in te,F-Pn
Chant,451983,Domine libera animam meam,F-Pn
Chant,452007,Domine deus virtutum,F-Pn
Chant,452016,Domine refugium tu factus es,F-Pn
Chant,452027,Domine probasti me et,F-Pn
Chant,452029,Domine clamavi ad te exaudi,F-Pn
Chant,452076,Domine exaudi orationem meam,F-Pn
Chant,452080,Domine exaudi orationem meam,F-Pn
Chant,452182,Domine puer meus jacet,F-Pn
Chant,452183,Domine non sum dignus ut,F-Pn
Chant,452204,Domine in virtute*,F-Pn
Chant,452230,Domine deus propitius esto,F-Pn
Chant,452260,Domine non habeo hominem ut,F-Pn
Chant,452266,Domine in virtute*,F-Pn
Chant,452294,Domine labia mea aperies et,F-Pn
Chant,452321,Domine in virtute*,F-Pn
Chant,452423,Domine si hic fuisses Lazarus,F-Pn
Chant,452430,Domine in virtute*,F-Pn
Chant,452495,Domine in virtute*,F-Pn
Chant,452618,Domine tu mihi lavas pedes,F-Pn
Chant,452619,Domine non tantum pedes meos,F-Pn
Chant,453061,Domine qui custodis pactum et,F-Pn
Chant,453062,Domine si conversus fuerit,F-Pn
Chant,453099,Domine pater et deus vitae,F-Pn
Chant,453100,Domine pater et deus vitae,F-Pn
Chant,453172,Domine rex omnipotens in,F-Pn
Chant,453175,Domine rex universae,F-Pn
Chant,453308,Domine dominus noster quam,F-Pn
Chant,453319,Domine iste sanctus habitabit,F-Pn
Chant,453724,Domine non aspicias peccata,F-Pn
Chant,454104,Domine si tu es jube ,F-Pn
Chant,454318,Domine dominus noster quam,F-Pn
Chant,454329,Domine iste sanctus*,F-Pn
Chant,454516,Domine dominus noster quam,F-Pn
Chant,454527,Domine iste sanctus habitabit,F-Pn
Chant,454545,Domine mi rex da mihi ,F-Pn
Chant,454560,Domine mi rex da mihi ,F-Pn
Chant,454795,Domine qui operati sunt,F-Pn
Chant,454808,Domine spes sanctorum et,F-Pn
Chant,454810,Domine deus virtutum beati,F-Pn
Chant,454882,Domine si adhuc populo tuo,F-Pn
Chant,454901,Domine si adhuc populo tuo,F-Pn
Chant,454935,Domine Jesu Christe seminator,F-Pn
Chant,454952,Domine Jesu Christe pastor,F-Pn
Chant,454975,Domine Jesu Christe seminator,F-Pn
Chant,454984,Domine dominus noster quam,F-Pn
Chant,454996,Domine iste sanctus habitabit,F-Pn
Chant,455015,Domine praevenisti eum in,F-Pn
Chant,455250,Domine dominus noster quam,F-Pn
Chant,455261,Domine iste sanctus habitabit,F-Pn
Chant,455282,Domine praevenisti eum in,F-Pn
Chant,455379,Domine quinque talenta,F-Pn
Chant,455386,Domine iste sanctus*,F-Pn
Chant,455436,Domine dominus noster quam,F-Pn
Chant,455441,Domine quinque talenta,F-Pn
Chant,455449,Domine iste sanctus habitabit,F-Pn
Chant,455605,Domine qui custodis pactum et,F-Pn
Chant,455606,Domine si conversus fuerit,F-Pn
Chant,455665,Domine secundum actum meum,F-Pn
Chant,620311,Domine in virtute*,F-Pn
Chant,620336,Domine deus*,F-Pn
Chant,620353,Domine audivi*,F-Pn
Chant,620394,Domine*,F-Pn
Chant,620396,Domine clamavi*,F-Pn
Sequence,621538,Domine sancta pater eterne omnipotens,F-Pn
Chant,666816,Domine probasti me*,F-Pn
Chant,666863,Domine deus virtutum converte nos,F-Pn
Chant,667036,Domine dominus noster quam admirabile ,F-Pn
Chant,667040,Domine in virtute tua*,F-Pn
Chant,667059,Domine dominus*,F-Pn
Chant,667699,Domine quinque talenta tradidisti mihi,F-Pn
Chant,667966,Domine non aspicias peccata mea,F-Pn
Chant,669002,Domine abstraxisti ab inferis animam ,F-Pn
Chant,669019,Domine vivifica me secundum eloquium ,F-Pn
Chant,669111,Domine deus virtutum exaudi preces,F-Pn
Chant,669119,Domine quid*,F-Pn
Chant,669121,Domine refugium factus es nobis,F-Pn
Chant,669161,Domine ne in furore*,F-Pn
Chant,669221,Domine deus salutis meae,F-Pn
Chant,669228,Domine refugium factus es nobis ,F-Pn
Chant,669261,Domine deus salutis meae in,F-Pn
Chant,669266,Domine deus meus in te,F-Pn
Chant,669379,Domine dilexi decorem domus tuae ,F-Pn
Chant,669433,Domine non secundum peccata nostra,F-Pn
Chant,669434,Domine ne memineris iniquitatum nostrarum ,F-Pn
Chant,669440,Domine dominus noster quam admirabile,F-Pn
Chant,669451,Domine ne in furore tuo*,F-Pn
Chant,669539,Domine libera animam meam a ,F-Pn
Chant,669540,Domine in auxilium meum respice ,F-Pn
Chant,669601,Domine quis habitabit in tabernaculo ,F-Pn
Chant,669607,Domine fac mecum misericordiam tuam,F-Pn
Chant,669950,Domine nomen tuum in aeternum,F-Pn
Chant,670136,Domine deus tu cognovisti justitiam ,F-Pn
Chant,670179,Domine ad adjuvandum me festina,F-Pn
Chant,670185,Domine memorabor justitiae tuae solius,F-Pn
Chant,670321,Domine convertere et eripe animam,F-Pn
Chant,670322,Domine ne in ira tua,F-Pn
Chant,670346,Domine deus meus clamavi ad,F-Pn
Chant,670815,Domine ne longe facias auxilium,F-Pn
Chant,670881,Domine exaudi*,F-Pn
Chant,670884,Domine exaudi orationem meam et,F-Pn
Chant,670890,Domine exaudi orationem meam et,F-Pn
Chant,670896,Domine exaudi*,F-Pn
Chant,670920,Domine exaudi orationem meam et,F-Pn
Chant,670931,Domine dominus noster*,F-Pn
Chant,670947,Domine tu mihi lavas pedes,F-Pn
Chant,670951,Domine non tantum pedes sed,F-Pn
Chant,671552,Domine audivi auditum tuum et,F-Pn
Chant,671564,Domine domine virtus salutis meae,F-Pn
Chant,673299,Domine ad te dirigatur oratio ,F-Pn
Chant,673559,Domine Deus in simplicitate cordis ,F-Pn
Chant,673567,Domine quis habitabit in tabernaculo ,F-Pn
Chant,673577,Domine si conversus fuerit populus ,F-Pn
Chant,673595,Domine qui custodis pactum et ,F-Pn
Chant,674725,Domine in tua misericordia speravi,F-Pn
Chant,674737,Domine libera animam meam a,F-Pn
Chant,674739,Domine convertere et eripe animam,F-Pn
Chant,674910,Domine probasti me et cognovisti*,F-Pn
Chant,675394,Domine refugium factus es nobis,F-Pn
Chant,675529,Domine imminuti sumus propter peccata,F-Pn
Chant,679515,Domine deus virtutum converte nos,F-Pn
Chant,683030,Domine non secundum peccata nostra,F-Pn
Chant,683031,Domine ne memineris iniquitatum nostrarum,F-Pn
Chant,683043,Domine refugium factus es nobis ,F-Pn
Chant,683045,Domine vivifica me secundum eloquium ,F-Pn
Chant,683054,Domine vivifica*,F-Pn
Chant,683126,Domine deus virtutum exaudi preces ,F-Pn
Chant,683129,Domine refugium factus es nobis ,F-Pn
Chant,683145,Domine non secundum*,F-Pn
Chant,683172,Domine deus*,F-Pn
Chant,683174,Domine refugium factus es nobis ,F-Pn
Chant,683183,Domine deus salutis meae in ,F-Pn
Chant,683184,Domine deus meus in te,F-Pn
Chant,683205,Domine dominus noster quam admirabile ,F-Pn
Chant,683274,Domine ne in furore tuo ,F-Pn
Chant,683293,Domine libera animam meam a ,F-Pn
Chant,683294,Domine in auxilium meum respice ,F-Pn
Chant,683333,Domine quis habitabit in tabernaculo ,F-Pn
Chant,683339,Domine fac mecum misericordiam tuam,F-Pn
Chant,683433,Domine ad adjuvandum me festina,F-Pn
Chant,683436,Domine memorabor justitiae tuae solius,F-Pn
Chant,683472,Domine convertere et eripe animam,F-Pn
Chant,683488,Domine deus meus clamavi ad ,F-Pn
Chant,683589,Domine ne longe facias auxilium ,F-Pn
Chant,683669,Domine exaudi orationem meam et ,F-Pn
Chant,683673,Domine exaudi orationem meam et ,F-Pn
Chant,683679,Domine exaudi orationem meam et ,F-Pn
Chant,683717,Domine audivi auditum tuum et ,F-Pn
Chant,683723,Domine non est alius deus,F-Pn
Chant,683732,Domine domine virtus salutis meae ,F-Pn
Chant,683777,Domine si iratus fueris adversum ,F-Pn
Chant,683837,Domine probasti me et cognovisti,F-Pn
Chant,684183,Domine Deus in simplicitate cordis,F-Pn
Chant,684278,Domine dominus noster in universa ,F-Pn
Chant,684312,Domine probasti*,F-Pn
Chant,684324,Domine probasti*,F-Pn
Chant,684536,Domine deus salutis meae in,F-Pn
Chant,684546,Domine deus salutis meae*,F-Pn
Chant,684562,Domine in tua misericordia speravi ,F-Pn
Chant,684578,Domine*,F-Pn
Chant,684636,Domine refugium*,F-Pn
Chant,684675,Domine*,F-Pn
Chant,684694,Domine*,F-Pn
Chant,684700,Domine Deus+,F-Pn
Chant,684701,Domine Deus meus,F-Pn
Chant,684744,Domine quinque,F-Pn
Chant,684831,Domine dominus noster quam admirabile,F-Pn
Chant,684939,Domine in virtute*,F-Pn
Chant,684968,Domine in auxilium*,F-Pn
Chant,684969,Domine memorabor*,F-Pn
Chant,684994,Domine refugium*,F-Pn
Chant,685006,Domine*,F-Pn
Chant,685008,Domine*,F-Pn
Chant,685013,Domine deus*,F-Pn
Chant,685054,Domine refugium*,F-Pn
Chant,685094,Domine deus in simplicitate cordis ,F-Pn
Chant,685106,Domine deus*,F-Pn
Chant,685143,Domine dominus noster quam admirabile,F-Pn
Chant,685267,Domine Dominus noster* ,F-Pn
Chant,685341,Domine probasti me et cognovisti ,F-Pn
Chant,685348,Domine probasti me*,F-Pn
Chant,685365,Domine praevenisti*,F-Pn
Chant,685384,Domine quinque talenta*,F-Pn
Chant,685422,Domine probasti me et cognovisti ,F-Pn
Chant,685493,Domine*,F-Pn
Chant,685630,Domine probastime*,F-Pn
Chant,685711,Domine probasti*,F-Pn
Chant,685761,Domine non aspicias peccata mea ,F-Pn
Chant,686058,Domine in virtute tua laetabitur,F-Pn
Chant,686344,Domine quinque*,F-Pn
Chant,686402,Domine dominus noster*,F-Pn
Chant,686626,Domine quinque*,F-Pn
Chant,687177,Domine exaudi orationem meam et,F-Pn
Chant,687198,Domine probasti*,F-Pn
Chant,687255,Domine probasti me et cognovisti,F-Pn
Chant,687284,Domine dominus noster quam admirabile,F-Pn
Chant,687517,Domine praevenisti eum in benedictionibus ,F-Pn
Chant,687541,Domine quinque talenta tradidisti mihi,F-Pn
Chant,687635,Domine quinque*,F-Pn
Chant,687688,Domine praevenisti eum in benedictionibus,F-Pn
Chant,687707,Domine deus virtutum*,F-Pn
Chant,687726,Domine exaudi*,F-Pn
Chant,687777,Domine Jesu Christe rex gloriae,F-Pn
Chant,687825,Domine deus noster qui cum ,F-Pn
Chant,687829,Domine imminuti sumus propter peccata,F-Pn
Chant,687838,Domine deus noster*,F-Pn
Chant,687852,Domine inimici*,F-Pn
Chant,687869,Domine non est alius deus,F-Pn
Chant,687894,Domine non est alius*,F-Pn
Chant,687975,Domine puer isti*,F-Pn
Chant,688146,Domine exaudi orationem*,F-Pn
Chant,688163,Domine praevenisti Saturninum in benedictionibus ,F-Pn
Chant,688165,Domine praevenisti*,F-Pn
Chant,688230,Domine Dominus noster*,F-Pn
Chant,688313,Domine in tua misericordia speravi ,F-Pn
Chant,688406,Domine Dominus noster quam admirabile,F-Pn
Chant,688572,Domine in auxi*,F-Pn
Chant,688573,Domine memora*,F-Pn
Chant,689014,Domine Deus salutis*,F-Pn
Chant,689876,Domine refugium factus es nobis ,F-Pn
Chant,690104,Domine refugium*,F-Pn
Chant,690105,Domine refugium*,F-Pn
Chant,690162,Domine convertere*,F-Pn
Chant,690168,Domine Jesu Christe rex gloriae ,F-Pn
Chant,690382,Domine miserere nostri te exspectavimus ,F-Pn
Chant,690385,Domine rex deus Abraham dona ,F-Pn
Chant,690390,Domine rigans montes de superioribus ,F-Pn
Chant,690755,Domine exaudi orationem meam R.,F-Pn
Chant,690763,Domine*,F-Pn
Chant,690800,Domine*,F-Pn
Chant,690803,Domine*,F-Pn
Chant,690804,Domine deus salutis meae in ,F-Pn
Chant,691240,Domine non secundum*,F-Pn
Chant,693964,Domine praevenisti*,F-Pn
Chant,693980,Domine quinque*,F-Pn
Chant,694140,Domine praevenisti*,F-Pn
Chant,694159,Domine quinque talenta*,F-Pn
Chant,694956,Domine praevenisti*,F-Pn
Chant,694987,Domine*,F-Pn
Chant,695003,Domine praevenisti*,F-Pn
Chant,695307,Domine praevenisti*,F-Pn
Chant,695404,Domine quinque*,F-Pn
Chant,695455,Domine Jesu Christe*,F-Pn
Chant,695477,Domine*,F-Pn
Chant,695483,Domine praevenisti*,F-Pn
Chant,695488,Domine praevenisti*,F-Pn
Chant,695522,Domine quinque*,F-Pn
Chant,695860,Domine exaudi orationem meam R.,F-Pn
Chant,697410,Domine deus virtutum converte nos,F-Pn
Chant,698045,Domine rex omnipotens in ditione,F-Pn
Chant,698715,Domine si hic fuisses Lazarus,F-Pn
Chant,698756,Domine Jesu Christe spes omnium,F-Pn
Chant,701119,Domine suscipe me ut cum,F-Pn
Chant,702350,Domine ostende nobis patrem et,F-Pn
Chant,702418,Domine ostende nobis patrem et,F-Pn
Chant,702424,Domine deus virtutum beati omnes,F-Pn
Chant,702489,Domine si adhuc populo tuo,F-Pn
Chant,441282,Domine qui me creasti et,F-R
Chant,441324,Domine iste*,F-R
Chant,441386,Domine si tu es*,F-R
Chant,441407,Domine tu omnia nosti tu ,F-R
Chant,441458,Domine in caelo misericordia,F-R
Chant,441798,Domine ostende nobis et,F-R
Chant,441867,Domine qui operati sunt*,F-R
Chant,441877,Domine spes*,F-R
Chant,441879,Domine deus*,F-R
Chant,442049,Domine si tu es jube me,F-R
Chant,442225,Domine tu omnia*,F-R
Chant,442529,Domine Jesu Christe redemptor,F-R
Chant,442625,Domine mi rex da mihi ,F-R
Chant,443073,Domine qui operati sunt,F-R
Chant,443084,Domine spes sanctorum et turris,F-R
Chant,443086,Domine deus virtutum beati,F-R
Chant,443183,Domine jam satis est quod,F-R
Chant,443205,Domine si adhuc populo tuo,F-R
Chant,443221,Domine si adhuc populo tuo,F-R
Chant,443233,Domine jam satis*,F-R
Chant,443287,Domine Jesu Christe seminator,F-R
Chant,443290,Domine Jesu pastor bone,F-R
Chant,443293,Domine Jesu Christe suscipe,F-R
Chant,443418,Domine Jesu Christe magister,F-R
Chant,443719,Domine iste sanctus habitabit,F-R
Chant,443730,Domine praevenisti eum in,F-R
Chant,443823,Domine dominus noster quam,F-R
Chant,443827,Domine quinque talenta,F-R
Chant,443834,Domine iste sanctus*,F-R
Chant,443838,Domine quinque talenta,F-R
Chant,443886,Domine iste*,F-R
Chant,443894,Domine praevenisti*,F-R
Chant,443989,Domine si conversus fuerit,F-R
Chant,444005,Domine exaudi orationem meam,F-R
Chant,444122,Domine qui operati sunt*,F-R
Chant,444132,Domine spes sanctorum*,F-R
Chant,444134,Domine deus virtutum*,F-R
Chant,671083,Domine si fuisset*,F-SO
Chant,671143,Domine si fuisset hic frater,F-SO
Chant,671153,Domine tu mihi lavas pedes,F-SO
Chant,671235,Domine abstraxisti ab inferis animam,F-SO
Chant,671295,Domine deus*,F-SO
Chant,688868,Domine deus noster qui cum ,F-SO
Chant,688891,Domine imminuti sumus propter peccata,F-SO
Chant,688893,Domine non est alius deus,F-SO
Chant,688905,Domine rex deus Abraham dona,F-SO
Chant,688909,Domine rigans montes de superioribus,F-SO
Chant,559796,Domine deus virtutum converte nos,F-T
Chant,488308,Domine deus virtutum converte,F-TOm
Chant,488391,Domine audivi auditum tuum et,F-TOm
Chant,488512,Domine audivi auditum tuum et,F-TOm
Chant,488514,Domine audivi auditum*,F-TOm
Chant,488632,Domine ne in ira*,F-TOm
Chant,488662,Domine ne in ira tua arguas,F-TOm
Chant,488683,Domine dilexi decorem domus,F-TOm
Chant,488685,Domine deus Israel exaudi,F-TOm
Chant,488733,Domine in caelo misericordia,F-TOm
Chant,488834,Domine deus in adjutorium,F-TOm
Chant,488849,Domine refugium factus es,F-TOm
Chant,488881,Domine audivi auditum tuum et,F-TOm
Chant,488885,Domine probasti me et,F-TOm
Chant,488887,Domine clamavi ad te exaudi,F-TOm
Chant,488899,Domine exaudi orationem*,F-TOm
Chant,488902,Domine exaudi orationem meam,F-TOm
Chant,488913,Domine ne in ira*,F-TOm
Chant,488945,Domine ne in ira*,F-TOm
Chant,489008,Domine in virtute tua,F-TOm
Chant,489022,Domine refugium*,F-TOm
Chant,489087,Domine refugium*,F-TOm
Chant,489110,Domine puer meus jacet,F-TOm
Chant,489111,Domine non sum dignus ut,F-TOm
Chant,489153,Domine refugium*,F-TOm
Chant,489259,Domine labia mea aperies et,F-TOm
Chant,489265,Domine dimitte eam quia,F-TOm
Chant,489318,Domine deus virtutum converte,F-TOm
Chant,489327,Domine refugium*,F-TOm
Chant,489414,Domine refugium*,F-TOm
Chant,489481,Domine labia mea aperies et,F-TOm
Chant,489620,Domine vim patior responde,F-TOm
Chant,489746,Domine abstraxisti ab inferis,F-TOm
Chant,490488,Domine Jesu Christe magister,F-TOm
Chant,490553,Domine Jesu*,F-TOm
Chant,490732,Domine suscipe me ut cum,F-TOm
Chant,490831,Domine iste sanctus*,F-TOm
Chant,490836,Domine quinque*,F-TOm
Chant,491396,Domine ostende nobis patrem,F-TOm
Chant,491399,Domine ostende nobis patrem,F-TOm
Chant,491615,Domine quinque talenta,F-TOm
Chant,491721,Domine jam satis est quod,F-TOm
Chant,498094,Domine deus virtutum converte,F-VAL
Chant,498319,Domine deus virtutum converte,F-VAL
Chant,498410,Domine audivi auditum tuum et,F-VAL
Chant,498496,Domine virtus et laetitia rectorum,F-VAL
Chant,498566,Domine suscipe me ut cum,F-VAL
Chant,498787,Domine audivi auditum tuum et,F-VAL
Chant,498794,Domine audivi auditum tuum et,F-VAL
Chant,499006,Domine si tu vis potes ,F-VAL
Chant,499009,Domine salva nos perimus,F-VAL
Chant,499011,Domine nonne bonum semen,F-VAL
Chant,499025,Domine in virtute tua,F-VAL
Chant,499032,Domine ne in ira tua arguas,F-VAL
Chant,499056,Domine dilexi decorem domus,F-VAL
Chant,499058,Domine deus Israel exaudi,F-VAL
Chant,499092,Domine in caelo misericordia,F-VAL
Chant,499108,Domine in caelo misericordia,F-VAL
Chant,499111,Domine in caelo misericordia,F-VAL
Chant,499162,Domine deus meus in te,F-VAL
Chant,499189,Domine deus in adjutorium,F-VAL
Chant,499235,Domine refugium factus es,F-VAL
Chant,499238,Domine refugium factus es,F-VAL
Chant,499247,Domine probasti me et,F-VAL
Chant,499249,Domine clamavi ad te exaudi,F-VAL
Chant,499276,Domine audivi auditum tuum et,F-VAL
Chant,499298,Domine exaudi orationem meam,F-VAL
Chant,499301,Domine exaudi orationem meam,F-VAL
Chant,499305,Domine exaudi orationem meam,F-VAL
Chant,499391,Domine in virtute*,F-VAL
Chant,499415,Domine in virtute*,F-VAL
Chant,499463,Domine puer meus jacet,F-VAL
Chant,499464,Domine non sum dignus ut,F-VAL
Chant,499474,Domine in virtute*,F-VAL
Chant,499513,Domine refugium factus es,F-VAL
Chant,499532,Domine refugium*,F-VAL
Chant,499587,Domine labia mea aperies et,F-VAL
Chant,499595,Domine refugium*,F-VAL
Chant,499599,Domine dimitte eam quia,F-VAL
Chant,499739,Domine si hic fuisses Lazarus,F-VAL
Chant,499764,Domine labia mea aperies et,F-VAL
Chant,499889,Domine vim patior responde,F-VAL
Chant,500016,Domine abstraxisti ab inferis,F-VAL
Chant,500451,Domine ostende nobis patrem,F-VAL
Chant,500452,Domine ostende nobis patrem,F-VAL
Chant,500946,Domine in virtute*,F-VAL
Chant,500964,Domine qui custodis pactum et,F-VAL
Chant,500967,Domine si conversus fuerit,F-VAL
Chant,500991,Domine pater et deus vitae,F-VAL
Chant,500994,Domine pater et deus vitae,F-VAL
Chant,501071,Domine deus qui conteris,F-VAL
Chant,501085,Domine*,F-VAL
Chant,501091,Domine rex omnipotens in,F-VAL
Chant,501096,Domine deus caeli et terrae,F-VAL
Chant,501099,Domine deus rex omnipotens,F-VAL
Chant,501177,Domine factum est ut,F-VAL
Chant,501234,Domine descende ut sanes,F-VAL
Chant,501305,Domine Jesu Christe magister,F-VAL
Chant,501769,Domine qui me creasti et,F-VAL
Chant,501915,Domine si tu es*,F-VAL
Chant,502025,Domine non aspicias peccata,F-VAL
Chant,502111,Domine deus virtutum converte,F-VAL
Chant,502370,Domine si tu es jube me,F-VAL
Chant,502530,Domine non aspicias*,F-VAL
Chant,502596,Domine si fuisses hic non,F-VAL
Chant,502622,Domine si tu es jube*,F-VAL
Chant,502845,Domine praevenisti eum in*,F-VAL
Chant,502868,Domine mi rex da mihi ,F-VAL
Chant,503146,Domine quinque*,F-VAL
Chant,503257,Domine dilexi decorem domus,F-VAL
Chant,503336,Domine qui operati sunt,F-VAL
Chant,503347,Domine spes sanctorum et,F-VAL
Chant,503349,Domine deus virtutum beati,F-VAL
Chant,503383,Domine si adhuc*,F-VAL
Chant,503393,Domine jam satis est quid,F-VAL
Chant,503410,Domine si adhuc populo tuo,F-VAL
Chant,503428,Domine si adhuc populo tuo,F-VAL
Chant,503480,Domine Jesu Christe seminator,F-VAL
Chant,503485,Domine Jesu Christe pastor,F-VAL
Chant,503845,Domine praevenisti eum in,F-VAL
Chant,503927,Domine dominus noster quam,F-VAL
Chant,503931,Domine quinque talenta,F-VAL
Chant,503938,Domine iste sanctus habitabit,F-VAL
Chant,503942,Domine quinque talenta,F-VAL
Chant,504014,Domine iste sanctus*,F-VAL
Chant,504015,Domine praevenisti*,F-VAL
Chant,504178,Domine quando veneris,F-VAL
Chant,504198,Domine secundum actum meum,F-VAL
Chant,711237,Domine deus salutis*,FIN-Hy
Chant,711243,Domine refugium factus nobis a,FIN-Hy
Chant,711249,Domine ne in furore*,FIN-Hy
Chant,711271,Domine refugium*,FIN-Hy
Chant,711308,Domine in auxilium*,FIN-Hy
Chant,711309,Domine memorabor justitiae tuae solius,FIN-Hy
Chant,711385,Domine deus meus clamavi ad,FIN-Hy
Chant,711491,Domine refugium*,FIN-Hy
Chant,711534,Domine quinque talenta tradidisti mihi,FIN-Hy
Chant,713103,Domine ne in furore tuo,FIN-Hy
Chant,713117,Domine libera animam meam a,FIN-Hy
Chant,713129,Domine in auxilium meum respice,FIN-Hy
Chant,713590,Domine quis habitabit in tabernaculo,FIN-Hy
Chant,715249,Domine exaudi orationem meam et,FIN-Hy
Chant,1002226,Domine deus salutis*,FIN-Hy
Chant,1002403,Domine refugium factus es nobis,FIN-Hy
Chant,1002411,Domine convertere et eripe,FIN-Hy
Chant,1002424,Domine deus salutis meae [in,FIN-Hy
Chant,1002462,Domine in tua misericordia speravi,FIN-Hy
