id,title,incipit,institution_siglum
405288,,Domine deus in adjutorium,F-Pn
405336,,Domine refugium factus es,F-Pn
405339,,Domine refugium factus es,F-Pn
405352,,Domine probasti me et,F-Pn
405354,,Domine clamavi ad te exaudi,F-Pn
405378,,Domine audivi auditum tuum et,F-Pn
405407,,Domine exaudi orationem*,F-Pn
405408,,Domine exaudi orationem meam,F-Pn
405623,,Domine si tu es jube ,F-Pn
405988,,Domine non aspicias peccata,F-Pn
406054,,Domine si tu es*,F-Pn
406354,,Domine ante ignotam vitae,F-Pn
406414,,Domine praevenisti eum*,F-Pn
406815,,Domine qui operati sunt,F-Pn
406828,,Domine spes sanctorum et,F-Pn
406830,,Domine deus virtutum beati,F-Pn
406878,,Domine si adhuc populo*,F-Pn
406887,,Domine jam satis est quod,F-Pn
406893,,Domine si adhuc populo tuo,F-Pn
406897,,Domine si adhuc populo tuo,F-Pn
406926,,Domine si adhuc populo tuo,F-Pn
406938,,Domine jam satis est quod*,F-Pn
406966,,Domine si adhuc populo tuo*,F-Pn
406969,,Domine si adhuc populo*,F-Pn
407000,,Domine si adhuc populo tuo*,F-Pn
407027,,Domine Jesu Christe seminator,F-Pn
407058,,Domine Jesu Christe pastor,F-Pn
407077,,Domine Jesu Christe*,F-Pn
407103,,Domine quinque talenta*,F-Pn
407207,,Domine Jesu Christe magister,F-Pn
407432,,Domine praevenisti eum in,F-Pn
407441,,Domine quinque talenta*,F-Pn
407497,,Domine dominus noster quam,F-Pn
407501,,Domine quinque talenta,F-Pn
407510,,Domine iste sanctus habitabit,F-Pn
407514,,Domine quinque talenta,F-Pn
407537,,Domine praevenisti eum in,F-Pn
407654,,Domine dilexi decorem domus,F-Pn
407722,,Domine in virtute tua,F-Pn
407757,,Domine qui custodis pactum et,F-Pn
407758,,Domine si conversus fuerit,F-Pn
407802,,Domine si conversus fuerit*,F-Pn
407835,,Domine pater et deus vitae,F-Pn
407838,,Domine pater et deus vitae,F-Pn
407959,,Domine deus qui conteris,F-Pn
407965,,Domine rex omnipotens in,F-Pn
407970,,Domine deus caeli et terrae,F-Pn
407975,,Domine rex omnipotens in,F-Pn
407983,,Domine deus qui conteris*,F-Pn
407986,,Domine rex omnipotens*,F-Pn
408081,,Domine descende ut sanes,F-Pn
408108,,Domine dilexi decorem domus,F-Pn
408167,,Domine in virtute tua laetabitur,F-Pn
408200,,Domine in caelo misericordia tua*,F-Pn
408262,,Domine deus in adjutorium meum,F-Pn
408270,,Domine refugium factus es nobis,F-Pn
408288,,Domine audivi auditum tuum et,F-Pn
408346,,Domine probasti me et cognovisti ,F-Pn
408348,,Domine clamavi ad te exaudi,F-Pn
408433,,Domine deus virtutum converte nos,F-Pn
408673,,Domine deus virtutum converte nos,F-Pn
408767,,Domine audivi auditum tuum et ,F-Pn
408877,,Domine audivi auditum tuum et,F-Pn
408879,,Domine audivi auditum tuum et,F-Pn
408911,,Domine*,F-Pn
408913,,Domine*,F-Pn
409105,,Domine ne in ira tua ,F-Pn
409128,,Domine dilexi decorem domus tuae,F-Pn
409175,,Domine si tu vis potes,F-Pn
409178,,Domine nonne bonum semen seminasti,F-Pn
409188,,Domine in caelo misericordia*,F-Pn
409298,,Domine deus in adjutorium meum,F-Pn
409313,,Domine refugium factus es nobis,F-Pn
409344,,Domine audivi auditum tuum et,F-Pn
409348,,Domine probasti me et cognovisti,F-Pn
409350,,Domine clamavi ad te exaudi,F-Pn
409362,,Domine exaudi*,F-Pn
409365,,Domine exaudi orationem meam et ,F-Pn
409410,,Domine in virtute tua laetabitur,F-Pn
409432,,Domine refugium factus es nobis,F-Pn
409451,,Domine deus virtutum converte nos,F-Pn
409471,,Domine refugium factus es nobis,F-Pn
409524,,Domine refugium factus*,F-Pn
409549,,Domine puer meus jacet paralyticus,F-Pn
409550,,Domine non sum dignus ut,F-Pn
409692,,Domine deus*,F-Pn
409706,,Domine non habeo hominem ut,F-Pn
409757,,Domine labia mea aperies et,F-Pn
409774,,Domine bonum est nos hic,F-Pn
409903,,Domine ut video propheta es ,F-Pn
409979,,Domine si hic fuisses Lazarus,F-Pn
410164,,Domine vim patior responde pro,F-Pn
410216,,Domine miserere parce famulis Christus,F-Pn
410225,,Domine miserere*,F-Pn
410228,,Domine miserere*,F-Pn
410293,,Domine abstraxisti ab inferis animam,F-Pn
410437,,Domine ostende nobis patrem et,F-Pn
410691,,Domine probasti alleluia alleluia alleluia,F-Pn
410693,,Domine clamavi alleluia alleluia alleluia,F-Pn
411186,,Domine Jesu Christe magister bone,F-Pn
411540,,Domine suscipe me ut cum,F-Pn
412413,,Domine ostende nobis patrem et ,F-Pn
412421,,Domine ostende nobis patrem et,F-Pn
412646,,Domine praevenisti eum in benedictionibus ,F-Pn
412816,,Domine quinque talenta tradidisti mihi ,F-Pn
412823,,Domine dominus noster quam admirabile,F-Pn
412831,,Domine iste sanctus habitabit in,F-Pn
412891,,Domine*,F-Pn
413177,,Domine in virtute tua,F-Pn
413210,,Domine in caelo misericordia,F-Pn
413272,,Domine deus in adjutorium meum,F-Pn
413280,,Domine refugium factus es,F-Pn
413297,,Domine audivi auditum tuum et,F-Pn
413356,,Domine probasti me et,F-Pn
413358,,Domine clamavi ad te exaudi,F-Pn
413566,,Domine in caelo misericordia,F-Pn
413657,,Domine deus in adjutorium,F-Pn
413666,,Domine refugium factus es,F-Pn
413691,,Domine audivi auditum tuum et,F-Pn
413695,,Domine probasti me et,F-Pn
413697,,Domine clamavi ad te exaudi,F-Pn
413709,,Domine exaudi orationem meam,F-Pn
413742,,Domine pater et deus vitae,F-Pn
413788,,Domine deus qui conteris,F-Pn
413794,,Domine deus rex omnipotens,F-Pn
413797,,Domine deus*,F-Pn
414243,,Domine si tu es jube ,F-Pn
414244,,Domine tecum paratus sum et,F-Pn
414267,,Domine si tu es jube ,F-Pn
415113,,Domine praevenisti*,F-Pn
415126,,Domine mi rex da mihi ,F-Pn
415773,,Domine Jesu Christe deus de,F-Pn
415885,,Domine quando veneris,F-Pn
415889,,Domine abstraxisti ab inferis,F-Pn
415893,,Domine secundum actum meum,F-Pn
415948,,Domine jam satis est quod,F-Pn
415954,,Domine si adhuc populo tuo,F-Pn
415955,,Domine si adhuc in praesenti,F-Pn
415971,,Domine si adhuc populo tuo,F-Pn
416090,,Domine Jesu Christe seminator,F-Pn
416095,,Domine Jesu Christe pastor,F-Pn
416131,,Domine*,F-Pn
416330,,Domine praevenisti eum in,F-Pn
416500,,Domine quinque talenta,F-Pn
416507,,Domine dominus noster quam,F-Pn
416515,,Domine iste sanctus habitabit,F-Pn
416575,,Domine*,F-Pn
416914,,Domine Jesu Christe magister,F-Pn
417004,,Domine deus virtutum converte,F-Pn
417271,,Domine audivi auditum tuum et,F-Pn
417391,,Domine suscipe me ut cum,F-Pn
417398,,Domine suscipe me*,F-Pn
417463,,Domine ne in ira tua ,F-Pn
417478,,Domine dilexi decorem domus,F-Pn
417504,,Domine in caelo,F-Pn
417588,,Domine deus in adjutorium,F-Pn
417602,,Domine refugium factus es,F-Pn
417630,,Domine audivi auditum tuum et,F-Pn
417634,,Domine probasti me et,F-Pn
417636,,Domine clamavi ad te et,F-Pn
417646,,Domine exaudi orationem meam,F-Pn
417649,,Domine exaudi orationem meam,F-Pn
417673,,Domine puer meus jacet,F-Pn
417749,,Domine refugium*,F-Pn
417785,,Domine refugium*,F-Pn
417794,,Domine puer meus jacet,F-Pn
417795,,Domine non sum dignus ut,F-Pn
417881,,Domine labia mea aperies et,F-Pn
417957,,Domine ut video propheta es,F-Pn
418004,,Domine si hic fuisses Lazarus,F-Pn
418033,,Domine labia mea aperies et,F-Pn
418118,,Domine vim patior responde,F-Pn
418213,,Domine qui custodis pactum et,F-Pn
418214,,Domine si conversus fuerit,F-Pn
418534,,Domine qui me creasti et,F-Pn
418626,,Domine tecum paratus sum et,F-Pn
418628,,Domine si tu es jube ,F-Pn
418643,,Domine tu omnia nosti tu ,F-Pn
418841,,Domine mi rex da mihi ,F-Pn
419185,,Domine si adhuc populo tuo,F-Pn
419189,,Domine jam satis est quod,F-Pn
419216,,Domine si adhuc populo tuo,F-Pn
419240,,Domine Jesu Christe seminator,F-Pn
419252,,Domine Jesu Christe pastor,F-Pn
419409,,Domine dilexi decorem domus tuae,F-Pn
444296,,Domine deus virtutum*,F-Pn
444569,,Domine deus virtutum converte,F-Pn
444728,,Domine audivi auditum tuum et,F-Pn
444952,,Domine suscipe me*,F-Pn
445296,,Domine si tu vis*,F-Pn
445298,,Domine puer*,F-Pn
445299,,Domine non sum*,F-Pn
445304,,Domine salva nos perimus*,F-Pn
445315,,Domine ne in ira*,F-Pn
445350,,Domine dilexi decorem domus,F-Pn
445353,,Domine deus Israel exaudi,F-Pn
445422,,Domine in caelo misericordia*,F-Pn
445425,,Domine in caelo misericordia,F-Pn
445464,,Domine ne in ira tua ,F-Pn
445486,,Domine deus meus in te*,F-Pn
445534,,Domine libera*,F-Pn
445563,,Domine deus propitius*,F-Pn
445568,,Domine deus virtutum,F-Pn
445579,,Domine refugium factus*,F-Pn
445583,,Domine refugium factus*,F-Pn
445593,,Domine probasti me*,F-Pn
445595,,Domine clamavi*,F-Pn
445624,,Domine audivi*,F-Pn
445645,,Domine exaudi orationem*,F-Pn
445649,,Domine exaudi orationem*,F-Pn
445655,,Domine exaudi orationem meam,F-Pn
446131,,Domine qui me creasti et,F-Pn
446204,,Domine si tu es*,F-Pn
446216,,Domine tu omnia*,F-Pn
446286,,Domine non aspicias peccata*,F-Pn
446530,,Domine fugium*,F-Pn
446589,,Domine puer meus*,F-Pn
446590,,Domine non sum dignus ut*,F-Pn
446600,,Domine refugium*,F-Pn
446682,,Domine refugium*,F-Pn
446704,,Domine refugium*,F-Pn
446715,,Domine non habeo hominem*,F-Pn
446720,,Domine bonum est nos*,F-Pn
446766,,Domine labia mea*,F-Pn
446776,,Domine refugium*,F-Pn
446859,,Domine refugium*,F-Pn
446883,,Domine ut video*,F-Pn
446945,,Domine refugium*,F-Pn
446974,,Domine si hic fuisses*,F-Pn
447018,,Domine labia mea aperies*,F-Pn
447181,,Domine vim patior*,F-Pn
447349,,Domine abstraxisti*,F-Pn
447511,,Domine ostende nobis patrem,F-Pn
448039,,Domine si in tempore hoc*,F-Pn
448046,,Domine si in tempore hoc*,F-Pn
448410,,Domine tu omnia nosti tu ,F-Pn
448424,,Domine si tu es*,F-Pn
448441,,Domine si tu es jube*,F-Pn
448501,,Domine si tu es*,F-Pn
448657,,Domine si tu es*,F-Pn
448780,,Domine non aspicias*,F-Pn
449245,,Domine mi rex*,F-Pn
449259,,Domine mi rex*,F-Pn
449741,,Domine exaudi orationem*,F-Pn
449913,,Domine si adhuc populo*,F-Pn
449940,,Domine si adhuc*,F-Pn
449954,,Domine si adhuc*,F-Pn
449996,,Domine Jesu Christe*,F-Pn
450007,,Domine Jesu Christe pastor*,F-Pn
450040,,Domine Jesu Christe*,F-Pn
450185,,Domine Jesu Christe magister*,F-Pn
450422,,Domine praevenisti eum*,F-Pn
450487,,Domine dominus noster*,F-Pn
450494,,Domine quinque talenta*,F-Pn
450508,,Domine iste sanctus*,F-Pn
450571,,Domine quinque talenta*,F-Pn
450648,,Domine qui custodis pactum*,F-Pn
450652,,Domine si conversus fuerit*,F-Pn
450677,,Domine si conversus*,F-Pn
450679,,Domine refugium factus*,F-Pn
450691,,Domine si conversus*,F-Pn
450723,,Domine pater et deus vitae,F-Pn
450735,,Domine pater et deus vitae*,F-Pn
450881,,Domine deus qui conteris,F-Pn
450885,,Domine deus qui conteris*,F-Pn
450890,,Domine deus qui conteris,F-Pn
450905,,Domine rex omnipotens in*,F-Pn
450910,,Domine rex universae,F-Pn
450913,,Domine deus caeli et terrae,F-Pn
450914,,Domine nostri miserere,F-Pn
450919,,Domine rex omnipotens libera*,F-Pn
451085,,Domine in virtute tua*,F-Pn
451128,,Domine deus virtutum converte,F-Pn
451146,,Domine deus virtutum*,F-Pn
451164,,Domine in virtute*,F-Pn
451204,,Domine deus virtutum*,F-Pn
451221,,Domine deus virtutum*,F-Pn
451239,,Domine in virtute*,F-Pn
451280,,Domine deus virtutum*,F-Pn
451298,,Domine deus virtutum*,F-Pn
451315,,Domine deus virtutum*,F-Pn
451338,,Domine deus virtutum*,F-Pn
451376,,Domine deus virtutum*,F-Pn
451400,,Domine deus virtutum*,F-Pn
451404,,Domine in virtute*,F-Pn
451421,,Domine deus virtutum converte,F-Pn
451444,,Domine deus virtutum*,F-Pn
451460,,Domine deus virtutum*,F-Pn
451528,,Domine audivi auditum tuum et,F-Pn
451614,,Domine*,F-Pn
451820,,Domine puer meus jacet,F-Pn
451823,,Domine nonne bonum semen,F-Pn
451827,,Domine in virtute tua,F-Pn
451831,,Domine ne in ira tua ,F-Pn
451850,,Domine dilexi decorem domus,F-Pn
451856,,Domine deus Israel exaudi,F-Pn
451902,,Domine in caelo misericordia,F-Pn
451945,,Domine deus meus in te,F-Pn
451983,,Domine libera animam meam,F-Pn
452007,,Domine deus virtutum,F-Pn
452016,,Domine refugium tu factus es,F-Pn
452027,,Domine probasti me et,F-Pn
452029,,Domine clamavi ad te exaudi,F-Pn
452076,,Domine exaudi orationem meam,F-Pn
452080,,Domine exaudi orationem meam,F-Pn
452182,,Domine puer meus jacet,F-Pn
452183,,Domine non sum dignus ut,F-Pn
452204,,Domine in virtute*,F-Pn
452230,,Domine deus propitius esto,F-Pn
452260,,Domine non habeo hominem ut,F-Pn
452266,,Domine in virtute*,F-Pn
452294,,Domine labia mea aperies et,F-Pn
452321,,Domine in virtute*,F-Pn
452423,,Domine si hic fuisses Lazarus,F-Pn
452430,,Domine in virtute*,F-Pn
452495,,Domine in virtute*,F-Pn
452618,,Domine tu mihi lavas pedes,F-Pn
452619,,Domine non tantum pedes meos,F-Pn
453061,,Domine qui custodis pactum et,F-Pn
453062,,Domine si conversus fuerit,F-Pn
453099,,Domine pater et deus vitae,F-Pn
453100,,Domine pater et deus vitae,F-Pn
453172,,Domine rex omnipotens in,F-Pn
453175,,Domine rex universae,F-Pn
453308,,Domine dominus noster quam,F-Pn
453319,,Domine iste sanctus habitabit,F-Pn
453724,,Domine non aspicias peccata,F-Pn
454104,,Domine si tu es jube ,F-Pn
454318,,Domine dominus noster quam,F-Pn
454329,,Domine iste sanctus*,F-Pn
454516,,Domine dominus noster quam,F-Pn
454527,,Domine iste sanctus habitabit,F-Pn
454545,,Domine mi rex da mihi ,F-Pn
454560,,Domine mi rex da mihi ,F-Pn
454795,,Domine qui operati sunt,F-Pn
454808,,Domine spes sanctorum et,F-Pn
454810,,Domine deus virtutum beati,F-Pn
454882,,Domine si adhuc populo tuo,F-Pn
454901,,Domine si adhuc populo tuo,F-Pn
454935,,Domine Jesu Christe seminator,F-Pn
454952,,Domine Jesu Christe pastor,F-Pn
454975,,Domine Jesu Christe seminator,F-Pn
454984,,Domine dominus noster quam,F-Pn
454996,,Domine iste sanctus habitabit,F-Pn
455015,,Domine praevenisti eum in,F-Pn
455250,,Domine dominus noster quam,F-Pn
455261,,Domine iste sanctus habitabit,F-Pn
455282,,Domine praevenisti eum in,F-Pn
455379,,Domine quinque talenta,F-Pn
455386,,Domine iste sanctus*,F-Pn
455436,,Domine dominus noster quam,F-Pn
455441,,Domine quinque talenta,F-Pn
455449,,Domine iste sanctus habitabit,F-Pn
455605,,Domine qui custodis pactum et,F-Pn
455606,,Domine si conversus fuerit,F-Pn
455665,,Domine secundum actum meum,F-Pn
620311,,Domine in virtute*,F-Pn
620336,,Domine deus*,F-Pn
620353,,Domine audivi*,F-Pn
620394,,Domine*,F-Pn
620396,,Domine clamavi*,F-Pn
621538,Domine sancta pater eterne omnipotens,Domine sancta pater eterne omnipotens,F-Pn
666816,,Domine probasti me*,F-Pn
666863,,Domine deus virtutum converte nos,F-Pn
667036,,Domine dominus noster quam admirabile ,F-Pn
667040,,Domine in virtute tua*,F-Pn
667059,,Domine dominus*,F-Pn
667699,,Domine quinque talenta tradidisti mihi,F-Pn
667966,,Domine non aspicias peccata mea,F-Pn
669002,,Domine abstraxisti ab inferis animam ,F-Pn
669019,,Domine vivifica me secundum eloquium ,F-Pn
669111,,Domine deus virtutum exaudi preces,F-Pn
669119,,Domine quid*,F-Pn
669121,,Domine refugium factus es nobis,F-Pn
669161,,Domine ne in furore*,F-Pn
669221,,Domine deus salutis meae,F-Pn
669228,,Domine refugium factus es nobis ,F-Pn
669261,,Domine deus salutis meae in,F-Pn
669266,,Domine deus meus in te,F-Pn
669379,,Domine dilexi decorem domus tuae ,F-Pn
669433,,Domine non secundum peccata nostra,F-Pn
669434,,Domine ne memineris iniquitatum nostrarum ,F-Pn
669440,,Domine dominus noster quam admirabile,F-Pn
669451,,Domine ne in furore tuo*,F-Pn
669539,,Domine libera animam meam a ,F-Pn
669540,,Domine in auxilium meum respice ,F-Pn
669601,,Domine quis habitabit in tabernaculo ,F-Pn
669607,,Domine fac mecum misericordiam tuam,F-Pn
669950,,Domine nomen tuum in aeternum,F-Pn
670136,,Domine deus tu cognovisti justitiam ,F-Pn
670179,,Domine ad adjuvandum me festina,F-Pn
670185,,Domine memorabor justitiae tuae solius,F-Pn
670321,,Domine convertere et eripe animam,F-Pn
670322,,Domine ne in ira tua,F-Pn
670346,,Domine deus meus clamavi ad,F-Pn
670815,,Domine ne longe facias auxilium,F-Pn
670881,,Domine exaudi*,F-Pn
670884,,Domine exaudi orationem meam et,F-Pn
670890,,Domine exaudi orationem meam et,F-Pn
670896,,Domine exaudi*,F-Pn
670920,,Domine exaudi orationem meam et,F-Pn
670931,,Domine dominus noster*,F-Pn
670947,,Domine tu mihi lavas pedes,F-Pn
670951,,Domine non tantum pedes sed,F-Pn
671552,,Domine audivi auditum tuum et,F-Pn
671564,,Domine domine virtus salutis meae,F-Pn
673299,,Domine ad te dirigatur oratio ,F-Pn
673559,,Domine Deus in simplicitate cordis ,F-Pn
673567,,Domine quis habitabit in tabernaculo ,F-Pn
673577,,Domine si conversus fuerit populus ,F-Pn
673595,,Domine qui custodis pactum et ,F-Pn
674725,,Domine in tua misericordia speravi,F-Pn
674737,,Domine libera animam meam a,F-Pn
674739,,Domine convertere et eripe animam,F-Pn
674910,,Domine probasti me et cognovisti*,F-Pn
675394,,Domine refugium factus es nobis,F-Pn
675529,,Domine imminuti sumus propter peccata,F-Pn
679515,,Domine deus virtutum converte nos,F-Pn
683030,,Domine non secundum peccata nostra,F-Pn
683031,,Domine ne memineris iniquitatum nostrarum,F-Pn
683043,,Domine refugium factus es nobis ,F-Pn
683045,,Domine vivifica me secundum eloquium ,F-Pn
683054,,Domine vivifica*,F-Pn
683126,,Domine deus virtutum exaudi preces ,F-Pn
683129,,Domine refugium factus es nobis ,F-Pn
683145,,Domine non secundum*,F-Pn
683172,,Domine deus*,F-Pn
683174,,Domine refugium factus es nobis ,F-Pn
683183,,Domine deus salutis meae in ,F-Pn
683184,,Domine deus meus in te,F-Pn
683205,,Domine dominus noster quam admirabile ,F-Pn
683274,,Domine ne in furore tuo ,F-Pn
683293,,Domine libera animam meam a ,F-Pn
683294,,Domine in auxilium meum respice ,F-Pn
683333,,Domine quis habitabit in tabernaculo ,F-Pn
683339,,Domine fac mecum misericordiam tuam,F-Pn
683433,,Domine ad adjuvandum me festina,F-Pn
683436,,Domine memorabor justitiae tuae solius,F-Pn
683472,,Domine convertere et eripe animam,F-Pn
683488,,Domine deus meus clamavi ad ,F-Pn
683589,,Domine ne longe facias auxilium ,F-Pn
683669,,Domine exaudi orationem meam et ,F-Pn
683673,,Domine exaudi orationem meam et ,F-Pn
683679,,Domine exaudi orationem meam et ,F-Pn
683717,,Domine audivi auditum tuum et ,F-Pn
683723,,Domine non est alius deus,F-Pn
683732,,Domine domine virtus salutis meae ,F-Pn
683777,,Domine si iratus fueris adversum ,F-Pn
683837,,Domine probasti me et cognovisti,F-Pn
684183,,Domine Deus in simplicitate cordis,F-Pn
684278,,Domine dominus noster in universa ,F-Pn
684312,,Domine probasti*,F-Pn
684324,,Domine probasti*,F-Pn
684536,,Domine deus salutis meae in,F-Pn
684546,,Domine deus salutis meae*,F-Pn
684562,,Domine in tua misericordia speravi ,F-Pn
684578,,Domine*,F-Pn
684636,,Domine refugium*,F-Pn
684675,,Domine*,F-Pn
684694,,Domine*,F-Pn
684700,,Domine Deus+,F-Pn
684701,,Domine Deus meus,F-Pn
684744,,Domine quinque,F-Pn
684831,,Domine dominus noster quam admirabile,F-Pn
684939,,Domine in virtute*,F-Pn
684968,,Domine in auxilium*,F-Pn
684969,,Domine memorabor*,F-Pn
684994,,Domine refugium*,F-Pn
685006,,Domine*,F-Pn
685008,,Domine*,F-Pn
685013,,Domine deus*,F-Pn
685054,,Domine refugium*,F-Pn
685094,,Domine deus in simplicitate cordis ,F-Pn
685106,,Domine deus*,F-Pn
685143,,Domine dominus noster quam admirabile,F-Pn
685267,,Domine Dominus noster* ,F-Pn
685341,,Domine probasti me et cognovisti ,F-Pn
685348,,Domine probasti me*,F-Pn
685365,,Domine praevenisti*,F-Pn
685384,,Domine quinque talenta*,F-Pn
685422,,Domine probasti me et cognovisti ,F-Pn
685493,,Domine*,F-Pn
685630,,Domine probastime*,F-Pn
685711,,Domine probasti*,F-Pn
685761,,Domine non aspicias peccata mea ,F-Pn
686058,,Domine in virtute tua laetabitur,F-Pn
686344,,Domine quinque*,F-Pn
686402,,Domine dominus noster*,F-Pn
686626,,Domine quinque*,F-Pn
687177,,Domine exaudi orationem meam et,F-Pn
687198,,Domine probasti*,F-Pn
687255,,Domine probasti me et cognovisti,F-Pn
687284,,Domine dominus noster quam admirabile,F-Pn
687517,,Domine praevenisti eum in benedictionibus ,F-Pn
687541,,Domine quinque talenta tradidisti mihi,F-Pn
687635,,Domine quinque*,F-Pn
687688,,Domine praevenisti eum in benedictionibus,F-Pn
687707,,Domine deus virtutum*,F-Pn
687726,,Domine exaudi*,F-Pn
687777,,Domine Jesu Christe rex gloriae,F-Pn
687825,,Domine deus noster qui cum ,F-Pn
687829,,Domine imminuti sumus propter peccata,F-Pn
687838,,Domine deus noster*,F-Pn
687852,,Domine inimici*,F-Pn
687869,,Domine non est alius deus,F-Pn
687894,,Domine non est alius*,F-Pn
687975,,Domine puer isti*,F-Pn
688146,,Domine exaudi orationem*,F-Pn
688163,,Domine praevenisti Saturninum in benedictionibus ,F-Pn
688165,,Domine praevenisti*,F-Pn
688230,,Domine Dominus noster*,F-Pn
688313,,Domine in tua misericordia speravi ,F-Pn
688406,,Domine Dominus noster quam admirabile,F-Pn
688572,,Domine in auxi*,F-Pn
688573,,Domine memora*,F-Pn
689014,,Domine Deus salutis*,F-Pn
689876,,Domine refugium factus es nobis ,F-Pn
690104,,Domine refugium*,F-Pn
690105,,Domine refugium*,F-Pn
690162,,Domine convertere*,F-Pn
690168,,Domine Jesu Christe rex gloriae ,F-Pn
690382,,Domine miserere nostri te exspectavimus ,F-Pn
690385,,Domine rex deus Abraham dona ,F-Pn
690390,,Domine rigans montes de superioribus ,F-Pn
690755,,Domine exaudi orationem meam R.,F-Pn
690763,,Domine*,F-Pn
690800,,Domine*,F-Pn
690803,,Domine*,F-Pn
690804,,Domine deus salutis meae in ,F-Pn
691240,,Domine non secundum*,F-Pn
693964,,Domine praevenisti*,F-Pn
693980,,Domine quinque*,F-Pn
694140,,Domine praevenisti*,F-Pn
694159,,Domine quinque talenta*,F-Pn
694956,,Domine praevenisti*,F-Pn
694987,,Domine*,F-Pn
695003,,Domine praevenisti*,F-Pn
695307,,Domine praevenisti*,F-Pn
695404,,Domine quinque*,F-Pn
695455,,Domine Jesu Christe*,F-Pn
695477,,Domine*,F-Pn
695483,,Domine praevenisti*,F-Pn
695488,,Domine praevenisti*,F-Pn
695522,,Domine quinque*,F-Pn
695860,,Domine exaudi orationem meam R.,F-Pn
697410,,Domine deus virtutum converte nos,F-Pn
698045,,Domine rex omnipotens in ditione,F-Pn
698715,,Domine si hic fuisses Lazarus,F-Pn
698756,,Domine Jesu Christe spes omnium,F-Pn
701119,,Domine suscipe me ut cum,F-Pn
702350,,Domine ostende nobis patrem et,F-Pn
702418,,Domine ostende nobis patrem et,F-Pn
702424,,Domine deus virtutum beati omnes,F-Pn
702489,,Domine si adhuc populo tuo,F-Pn
441282,,Domine qui me creasti et,F-R
441324,,Domine iste*,F-R
441386,,Domine si tu es*,F-R
441407,,Domine tu omnia nosti tu ,F-R
441458,,Domine in caelo misericordia,F-R
441798,,Domine ostende nobis et,F-R
441867,,Domine qui operati sunt*,F-R
441877,,Domine spes*,F-R
441879,,Domine deus*,F-R
442049,,Domine si tu es jube me,F-R
442225,,Domine tu omnia*,F-R
442529,,Domine Jesu Christe redemptor,F-R
442625,,Domine mi rex da mihi ,F-R
443073,,Domine qui operati sunt,F-R
443084,,Domine spes sanctorum et turris,F-R
443086,,Domine deus virtutum beati,F-R
443183,,Domine jam satis est quod,F-R
443205,,Domine si adhuc populo tuo,F-R
443221,,Domine si adhuc populo tuo,F-R
443233,,Domine jam satis*,F-R
443287,,Domine Jesu Christe seminator,F-R
443290,,Domine Jesu pastor bone,F-R
443293,,Domine Jesu Christe suscipe,F-R
443418,,Domine Jesu Christe magister,F-R
443719,,Domine iste sanctus habitabit,F-R
443730,,Domine praevenisti eum in,F-R
443823,,Domine dominus noster quam,F-R
443827,,Domine quinque talenta,F-R
443834,,Domine iste sanctus*,F-R
443838,,Domine quinque talenta,F-R
443886,,Domine iste*,F-R
443894,,Domine praevenisti*,F-R
443989,,Domine si conversus fuerit,F-R
444005,,Domine exaudi orationem meam,F-R
444122,,Domine qui operati sunt*,F-R
444132,,Domine spes sanctorum*,F-R
444134,,Domine deus virtutum*,F-R
671083,,Domine si fuisset*,F-SO
671143,,Domine si fuisset hic frater,F-SO
671153,,Domine tu mihi lavas pedes,F-SO
671235,,Domine abstraxisti ab inferis animam,F-SO
671295,,Domine deus*,F-SO
688868,,Domine deus noster qui cum ,F-SO
688891,,Domine imminuti sumus propter peccata,F-SO
688893,,Domine non est alius deus,F-SO
688905,,Domine rex deus Abraham dona,F-SO
688909,,Domine rigans montes de superioribus,F-SO
559796,,Domine deus virtutum converte nos,F-T
488308,,Domine deus virtutum converte,F-TOm
488391,,Domine audivi auditum tuum et,F-TOm
488512,,Domine audivi auditum tuum et,F-TOm
488514,,Domine audivi auditum*,F-TOm
488632,,Domine ne in ira*,F-TOm
488662,,Domine ne in ira tua arguas,F-TOm
488683,,Domine dilexi decorem domus,F-TOm
488685,,Domine deus Israel exaudi,F-TOm
488733,,Domine in caelo misericordia,F-TOm
488834,,Domine deus in adjutorium,F-TOm
488849,,Domine refugium factus es,F-TOm
488881,,Domine audivi auditum tuum et,F-TOm
488885,,Domine probasti me et,F-TOm
488887,,Domine clamavi ad te exaudi,F-TOm
488899,,Domine exaudi orationem*,F-TOm
488902,,Domine exaudi orationem meam,F-TOm
488913,,Domine ne in ira*,F-TOm
488945,,Domine ne in ira*,F-TOm
489008,,Domine in virtute tua,F-TOm
489022,,Domine refugium*,F-TOm
489087,,Domine refugium*,F-TOm
489110,,Domine puer meus jacet,F-TOm
489111,,Domine non sum dignus ut,F-TOm
489153,,Domine refugium*,F-TOm
489259,,Domine labia mea aperies et,F-TOm
489265,,Domine dimitte eam quia,F-TOm
489318,,Domine deus virtutum converte,F-TOm
489327,,Domine refugium*,F-TOm
489414,,Domine refugium*,F-TOm
489481,,Domine labia mea aperies et,F-TOm
489620,,Domine vim patior responde,F-TOm
489746,,Domine abstraxisti ab inferis,F-TOm
490488,,Domine Jesu Christe magister,F-TOm
490553,,Domine Jesu*,F-TOm
490732,,Domine suscipe me ut cum,F-TOm
490831,,Domine iste sanctus*,F-TOm
490836,,Domine quinque*,F-TOm
491396,,Domine ostende nobis patrem,F-TOm
