id,name,description
4587,"Sanctae familiae Jesu, Mariae, Joseph",The Holy Family
2708,Saturnini,"Saturninus, Martyr Bishop of Toulouse"
2203,Scholasticae,"Scholastica, Virgin"
2411,Septem Fratrum,"Seven Brothers, Martyrs"
2641,Sereni,"Serenus, Confessor"
2642,"Sergii, Bacchi","Sergius and Bacchus, Martyrs"
2294,Servatii,"Servais (Servatius), Bishop of Tongres"
2643,"Severi, Epi.","Severus, Bishop"
2709,Severini,"Severinus, Monk, Teacher of St. Cloud"
2170,"Severini, Apost.","Severinus, ""Apostle"" of Noricum"
2644,"Severini, Epi.","Severinus, Confessor and Bishop of Cologne"
2204,Sigfridi,"Sigfrid, Bishop of Wexiow and Confessor"
2295,Sigismundi,"Sigismund, King of Burgundy, Martyr"
2756,Silvestri,"Silvester I, Pope"
2645,"Simonis, Judae","Simon, Jude (Thaddeus), Apostles"
2646,Simperti,"Simpert (Sintbert), Abbot of Murbach and Bishop of Augsburg"
2412,Simplicii et Soc.,"Simplicius and Companions, Martyrs"
2502,Sixti,"Sixtus and Companions, Martyrs"
4399,Sophiae viduae,"Sophia, widow"
2172,Speusippi,"Speusippus and Meleusippus, Martyrs"
2296,Stanislai,"Stanislaus, Bishop of Krakow"
4578,Stephani Abbatis,"Stephen Harding, third Abbot of Citeaux, founder of the Cistercian Order"
2503,"Stephani, Pont.","Stephen I, Pope"
2504,"Stephani, Reg.","Stephen I, King and Apostle of Hungary"
2017,"Stephani,8",In week after Stephen
2021,Suff. Annae TP,"Memorial chants for Anne, Eastertide"
2027,Suff. Crucis TP,"Memorial chants for the Holy Cross, Eastertide"
2033,Suff. Jo. Bapt. Adv.,"Memorial chants for John the Baptist, Advent"
2034,Suff. Jo. Bapt. Nat.,"Memorial chants for John the Baptist, Christmas"
2035,Suff. Jo. Bapt. TP,"Memorial chants for John the Baptist, Eastertide"
2038,Suff. Justinae TP,"Memorial chants for Justina, Eastertide"
2044,Suff. Mariae Adv.,"Memorial chants for Mary, Advent"
2045,Suff. Mariae Nat.,"Memorial chants for Mary, Christmas"
2046,Suff. Mariae TP,"Memorial chants for Mary, Eastertide"
2052,Suff. Om. Sanct. Adv,"Memorial chants for All Saints, Advent"
2053,Suff. Om. Sanct. Nat,"Memorial chants for All Saints, Christmas"
2054,Suff. Om. Sanct. TP,"Memorial chants for All Saints, Eastertide"
2057,"Suff. Oswaldi,Wulst.","Memorial chants for Oswald (Feb.28) and Wulfstan (Jan.19), Bishops of Worcester"
2113,"Suff. Perpetuae, Felicitatis",Memorial Chants for Perpetua and Felicity
2061,"Suff. Petri, Pauli",Memorial chants for Peter and Paul
2063,Suff. pro Pace TP,"Memorial chants for peace, Eastertide"
2068,Suff. un. Mart. TP,"Memorial chants for one Martyr, Eastertide"
2173,Sulpicii Severi,"Sulpicius Severus, Bishop of Bourges"
2251,"Sulpitii, Serviliani","Sulpitius (Sulpitianus, Simplicius) and Servilianus, Martyrs"
2758,Suscept. Reliquiarum,"Feast of Relics (Notre Dame, Paris)"
2413,Swithuni,"Swithun, Bishop of Winchester"
2505,Symphoriani,"Symphorian (and Timothy), Martyrs"
2506,Taurini,"Taurinus, Bishop of Evreux"
4405,Teresiae Avilensis,"Teresa (Teresia), Virgin, reformer of the Carmelite Order and ascetical write (canonized in 1622)"
2507,Tertullini,"Tertullinus, Martyr"
2573,Theclae,"Thecla of Iconium, Virgin Martyr"
4406,Theodardi,"Martyr, Bishop of Maestricht"
2710,Theodori Tiro,"Theodore Tiro, Martyr"
2760,Thomae Apost.,"Thomas, Apostle"
2761,Thomae Cant.,"Thomas Becket, Bishop of Canterbury"
2072,"Thomae Cant.,8",In week after Thomas Becket
4579,Thomae de Aquino,"Thomas of Aquino, Doctor of the Church"
4542,Tiburtii (filius Chromatii),"Tiburtius (son of Chromatius in Rome), Martyr"
2508,"Tiburtii, Susannae","Tiburtius and Susanna, Martyrs"
2252,"Tiburtii, Valeriani, Maximi","Tiburtius, Valerian and Maximus, Martyrs"
2174,Timothei,"Timothy, Disciple of Paul, Bishop"
2509,"Timothei, Apollinaris","Timothy and Apollinaris, Martyrs"
2414,"Tr. Germani, Juliani","Moving of Germanus, Julianus relics"
2074,"Transl. Benedicti,8",In week after Benedict's Translation
4408,Transl. Candidi,"Moving of Candidus's relics (Martyr, at Innichen)"
4411,Transl. Eustachii,"Moving of relics of Eustachius (Eustasius, Eustace), Martyr"
2075,"Transl. Oswaldi,8",In week after Oswald's Translation
2077,"Transl. Vedasti,8",In week after Vaast's Translation
2304,Tres Mariae,"Mary, Mary Cleophae, Mary Salome"
2764,Trophimi,"Trophimus, Bishop of Arles"
4491,Turiani,"Turianus, Bishop and Confessor"
2425,Udalrici,"Ulric (Udalricus), Bishop of Augsburg"
2078,"Udalrici,8",In week after Ulric
2714,Ulgani,"Vulgan, Hermit"
2305,Urbani,"Urban I, Pope and Martyr"
2654,Ursulae,"Ursula, Virgin Martyr"
2206,Valentini,"S. Valentine, Martyr"
2176,"Valentini, Epi.","Valentine, Bishop"
4581,"Valentini, Hylarii","Valentine (priest) and Hilary (deacon), at Viterbo"
2765,Valeriae,"Valeria of Limoges, Virgin Martyr"
2207,Valerici,"Valericus, Hermit"
2177,Valerii,"Valerius, Bishop of Saragossa"
2208,Vedasti,"Vaast (Vedast), Bishop of Arras"
2079,"Vedasti,8",In week after Vaast
2655,Venantii,"Venantius, Hermit"
2577,Verenae,"Verena, Virgin"
2225,"Vibiae Perpetuae, Felicitatis","Perpetua (Vibia Perpetua) and Felicity,  Martyrs at Carthage"
2353,Victoria Pauli,"Victory of Paul, at Muenster"
2766,"Victoriae, Anatoliae","Victoria and Anatolia, Virgin Martyrs"
2354,Victorini Assisiensis,"Victorinus, Bishop of Assisi and Martyr"
3042,"Victorini, Floriani",Moving of relics of Victorinus and Florianus to Muenster Cathedral (2 Nov 1164)
2711,"Victorini, Floriani, transl.",Moving of relics of Victorinus and Florianus to Muenster Cathedral (2 Nov 1164)
2578,"Victorini, Mart.","Victorinus, Martyr; exiled with Nereus and Achilleus, killed under Domitian"
2767,Victoris,"Victor, Bishop of Piacenza"
4582,Victoris Bracharensis,"Victor, Martyr at Braga"
2306,Victoris Mauri,"Victor Maurus, Martyr"
2426,Victoris et Soc.,"Victor of Marseilles et al., Martyrs"
2433,Vig. Kiliani et Soc.,"Vigil of Kilian and Companions, Martyrs"
4418,Vig. Stephani Reg.,"Eve of Stephen I, King and Apostle of Hungary"
4421,Vigilia Jacobi,"Eve of James the Greater, Apostle"
3043,Vigilia Martini,"Eve of Martin, Bishop of Tours"
3044,Vigilia Matthaei,"Eve of Matthew, Apostle and Evangelist"
4422,Vigilia Matthiae,"Eve of Matthias, Apostle"
2716,Vigilia Othmari,"Vigil of Othmar (Audemar), Abbot"
2357,"Vigilia Petri, Pauli",Eve of Peter and Paul
4424,"Vigilia Philippi, Jacobi",Eve of Philip and James
3045,"Vigilia Simonis, Judae",
4426,Vigilii,"Vigilius, Martyr, Bishop of Trent"
2717,Vigoris,"Vigor, Bishop of Bayeux"
2179,Vincentii,"Vincent of Saragossa, Martyr"
4583,"Vincentii, Orontii, Victoris","Vincentius, Orontius (brothers), and Victor, Martyrs, killed near Gerona"
4584,"Vincentii, transl.",Moving of Vincent of Saragossa's relics to Lisbon
4585,"Vincentii, transl. in Brachara",Moving of Vincent of Saragossa's relics to Braga
2081,"Vincentii,8",In week after Vincent
2082,"Vincula Petri,8",In week after Peter in Chains
2227,Vindiciani,"Vindician, Bishop of Cambrai"
2718,Vinoci,"Winnoc (Vinocus), Abbot"
2083,"Visitatio Mariae,8",In week after Visitation of Mary
2255,"Vitalis, Valeriae","Vitalis and Valeria, Martyrs"
4430,Viti et sociorum,"Vitus, Modestus and Crescentia, Martyrs"
2084,"Viti,8",In week after Vitus
2719,Vitoni,"Vitonus (Vanne), Bishop of Verdun"
2429,Vulmari,"Vulmar, Abbot"
2209,Walburgae,"Walburga, Virgin Abbess"
2256,Waldetrudis,"Waldetrudis (Waudru), Widow"
2430,Wandregisili,"Wandregisilus, Abbot of Fontenelle"
2720,Wenaili,"Guenael, Abbot of Landevennec"
2580,Wenceslai,"Wenceslaus of Bohemia, Martyr"
4434,"Wenceslai,8",In week after Wenceslas
2310,Wiboradae,"Wiborada, Virgin Martyr"
2795,Wigberti,"Wigbert, Confessor, Abbot of Fritzlar"
2657,Wilfridi,"Wilfrid, Archbishop of York"
4435,Willehadi,"Willehad, Bishop of Bremen"
2180,Willelmi,"William, Archbishop of Bourges"
2431,Willibaldi,"Willibald, Bishop"
2721,Willibrordi,"Willibrord, Bishop of Utrecht"
2307,Wironi,"Wiro, ""Apostle"" of southern Netherlands"
2658,Wolfgangi,"Wolfgangus, Bishop of Regensburg"
2181,Wulsini,"Wulsin, Bishop of Sherborne"
2182,Wulstani,"Wulfstan, Bishop of Worcester"
2085,"Wulstani,8",In week after Wulfstan
2659,XI milium Virginum,"11,000 Virgin Martyrs of Cologne"
2308,Zenobii,"Zenobius, Bishop of Florence"
2774,Zenonis,"Zeno, Martyr, Bishop of Verona"
2432,"Zoerardi, Benedicti","Zoerard (Andrew) and Benedict, Martyrs"
