id,name,description,feast_code,month,day
1857,Feria 2 de Regum,"Summer Histories, from Kings, for Mondays",10102000,,
1864,Feria 3 TP,"Tuesdays, Eastertide",08003000,,
1861,Feria 3 de Job,"Summer Histories, from Job, for Tuesdays",10303000,,
1867,Feria 4 TP,"Wednesdays, Eastertide",08004000,,
1870,Feria 5 TP,"Thursdays, Eastertide",08005000,,
1873,Feria 6 TP,"Fridays, Eastertide",08006000,,
1874,Fest. per annum,For unspecified or miscellaneous ferial days throughout the year,04000000,,
1875,Festi 3 lectionum,Feasts of three lessons,16017000,,
1876,Festi 9 lectionum,Feasts of nine lessons,16014000,,
1877,Festi 9 lectionum TP,Feasts of nine lessons in Eastertide,16014080,,
1878,"Festi 9 lectionum,8",In week after feasts of nine lessons,16014008,,
1886,Festum Sanguinis,The Revelation of the Blood of Christ,17007000,,
2463,Fidei et Soc.,"Faith and Companions, Martyrs",14080140,8,1
2597,Fidis,"Fides (Faith, Foy), Virgin Martyr",14100600,10,6
2682,Findani,"Findan (Fintan) of Rheinau, Benedictine Hermit",14111530,11,15
2464,"Firmi, Rustici","Firmus and Rusticus, Martyrs",14080920,8,9
2536,Firmini,"Firminus, Bishop Martyr",14092500,9,25
1887,"Firmini,8",In week after Firminus,14092508,,
4615,"Florentii, Episc.","Florentius, Bishop of Strasbourg",14110710,11,7
4561,Flori,"Florus, Bishop of Lodève",14110400,11,4
2270,Floriani,"Florian, Martyr",14050400,5,4
2683,Florini,"Florinus, Confessor and Priest",14111720,11,17
2598,Foliani,"Foillan (Folianus), Abbot",14103110,10,31
4439,Fortunatae et sociorum,"Fortunata (Virgin Martyr), and her brothers Carponius, Evaristus, and Priscianus",14101420,10,14
4440,"Fortunatae et sociorum,8",In week after Fortunata,14101428,,
4562,Franchae,"Franca Visalta, Virgin and Abbess, at Piacenza",14042700,4,27
4192,Franciscae Romanae,"Frances of Rome, Widow, Matron and Foundress of the Oblates of Tor de' Specchi in Rome;",14030910,3,9
2599,Francisci,Francis of Assisi,14100400,10,4
4193,Francisci Borgiae,"Francis Borgia (Borja),  Confessor, Third General of the Society of Jesus",14101030,10,10
4313,Francisci Carracciolo,"Francis (Ascanio) Carracciolo, confessor (canonized in 1807)",14060400,6,4
4315,Francisci Salesii,"Francis de Sales, Confessor, Bishop of Geneva and Doctor of the Church (canonized 1665)",14012930,1,29
4316,Francisci Xaverii,"Francis Xavier, Confessor, Apostle of India and Japan (canonized in 1622)",14120300,12,3
4314,Francisci de Paola,"Francis de Paola (also ""de Paula"") Confessor, founder of the Order of the Minims",14040220,4,2
1888,"Francisci,8",In week after Francis of Assisi,14100408,,
4558,Fructuosi Archiepiscopi Bracharensis,"Fructuosus, Archbishop of Braga",14041610,4,16
2139,Fursei,"Fursey, Abbot",14011610,1,16
2736,"Fusciani, Gentiani","Fuscian and Gentian, Martyrs",14121110,12,11
2737,Gabrielis,Gabriel,14121000,12,10
2217,"Gabrielis, Archang.",Gabriel the Archangel,14031800,3,18
2600,Galli,"Gall, Hermit",14101600,10,16
4194,"Galli,8",In week after Gall,14101608,,
2271,Gangulfi,"Gangulfus (Gengoul, Gangulf, Gengulf, Gangulphus, Gangolfus, Gengulfus), Martyred Knight",14051110,5,11
2738,Gatiani,"Gatian, Bishop of Tours",14121800,12,18
2773,Gaudentii,"Gaudentius, Bishop of Novara",14012220,1,22
2465,Gaugerici,"Gaugericus (Gery), Bishop",14081110,8,11
1889,"Gaugerici,8",In week after Gaugericus,14081118,,
2466,Gemmae,"Gemma, Virgin",14081610,8,16
2467,Genesii,"Genesius, Martyr",14082530,8,25
2140,Genovefae,"Genevieve (Genovefa), Virgin",14010300,1,3
2684,Genulfi,"Genulf (Gendulf, Genou), ""Bishop""",14111330,11,13
2234,Georgii,"George, Martyr",14042300,4,23
2325,"Georgii, Adalberti","George and Adalbert, Martyrs",14062000,6,20
2601,Geraldi,Gerald of Aurillac,14101300,10,13
4559,Geraldi Archiepiscopi Bracharensis,"Gerald (Girald), Archbishop of Braga",14120510,12,5
2537,Gerardi,"Gerard Sagredo, Bishop of Csanad & Martyr",14092440,9,24
2602,Gereonis et Soc.,"Gereon and Companions, Martyrs",14101000,10,10
2373,Germani,"Germanus, Bishop of Auxerre",14073100,7,31
2792,Germani Ant.,,,,
4603,Germani Capuanae,"Germanus, Bishop of Capua",14103030,10,30
2272,Germani Parisien.,"Germanus (Germain), Bishop of Paris",14052800,5,28
2603,"Germani, Vedasti","Germanus and Vedastus, Confessors",14100110,10,1
2218,Gertrudis,"Gertrude the Great, Cistercian nun and mystic writer",14111730,11,17
4195,Gertrudis Nivellensis,"Gertrude of Nivelles, Virgin",14031700,3,17
4511,"Geruntii Italicensis, Epi.","Geruntius, Bishop of Italica (Talco), near Seville",14082540,8,25
2326,"Gervasii, Protasii","Gervase and Protase, Martyrs",14061900,6,19
2604,Gisleni,"Gislenus (Ghislain), Abbot",14100910,10,9
2374,Goaris,"Goar, Hermit",14070610,7,6
2273,Godehardi,"Godehard (Gothard), Bishop of Hildesheim",14050410,5,4
2274,"Gordiani, Epimachi","Gordian and Epimachus, Martyrs",14051000,5,10
2538,Gorgonii,"Gorgonius, Martyr",14090900,9,9
2605,Gratiarum Actionis,Thanksgiving,14101020,10,10
2219,Gregorii,"Gregory the Great, Pope and Doctor",14031200,3,12
2685,Gregorii Thauma.,"Gregory the Wonderworker, Bishop",14111700,11,17
2880,Gregorii VII Papae Confessoris,,,5,25
2739,"Gregorii, Mart.","Gregory of Spoleto, Martyr",14122400,12,24
2141,Gudulae,"Gudula, Virgin",14010810,1,8
2235,Guthlaci,"Guthlac, Hermit of Croyland",14041100,4,11
2275,Hadulfi,"Hadulf, Abbot and Bishop of Arras",14051900,5,19
1890,Hebd. 1 Adventus,1st week of Advent,01018000,,
1891,Hebd. 1 Quad.,1st week of Lent,07018000,,
1892,Hebd. 2 Adventus,2nd week of Advent,01028000,,
1894,Hebd. 2 Quad.,2nd week of Lent,07028000,,
1893,Hebd. 2 p. Pascha,2nd week after Easter,08028000,,
1895,Hebd. 3 Adventus,3rd week of Advent,01038000,,
1897,Hebd. 3 Quad.,3rd week of Lent,07038000,,
1896,Hebd. 3 p. Pascha,3rd week after Easter,08038000,,
1898,Hebd. 4 Adventus,4th week of Advent,01048000,,
1900,Hebd. 4 Quad.,4th week of Lent,07048000,,
1899,Hebd. 4 p. Pascha,4th week after Easter,08048000,,
1901,Hebd. 5 p. Pascha,5th week after Easter,08058000,,
1902,Hebd. 6 p. Pascha,6th week after Easter,08068000,,
1903,Hebd. Adventus,Weekdays in Advent,01008000,,
1910,Hebd. Nat. Dom.,Weekdays in Christmastide,02008000,,
1913,Hebd. Quadragesimae,Weekdays in Lent,07008000,,
1914,Hebd. Quinquagesimae,Week after Quinquagesima,06038000,,
1915,Hebd. Sancta,Holy Week,07068000,,
1916,Hebd. Septuagesimae,Week after Septuagesima,06018000,,
1917,Hebd. Sexagesimae,Week after Sexagesima,06028000,,
1918,Hebd. TP,"Weekdays, Eastertide",08008000,,
1904,Hebd. de Job,"Summer Histories, from Job, for weekdays",10308000,,
1905,Hebd. de Judith,"Summer Histories, from Judith, for weekdays",10508000,,
1906,Hebd. de Machabaeis,"Summer Histories, from Maccabees, for weekdays",10808000,,
1907,Hebd. de Passione,5th week of Lent,07058000,,
2089,Hebd. de Prophetis,"Summer Histories, from the Prophets, for weekdays",10908000,,
2088,Hebd. de Regum,"Summer Histories, from Kings, for weekdays",10100008,,
1908,Hebd. de Sapientia,"Summer Histories, from Wisdom, for weekdays",10208000,,
1909,Hebd. de Tobia,"Summer Histories, from Tobias, for weekdays",10408000,,
1911,Hebd. p. Pent.,Weekdays after Pentecost,09008000,,
1912,Hebd. per annum,"Weekdays, Ferial Office",04008000,,
2606,Hedwigis,"Hedwig, Matron and Duchess of Silesia",14101640,10,16
2220,"Helari, Tatiani","Hilary (Bishop of Aquileia) and Tatianus, Martyrs",14031600,3,16
2468,Helenae,"Helen, Finder of the True Cross, Mother of Constantine the Great",14081830,8,18
2375,Helenae Schedviensis,"Helen of Skoefde (Sweden), Martyr",14073110,7,31
2142,Henrici,"Henry of Uppsala, Bishop and Martyr, Patron Saint of Finland",14011940,1,19
4196,Henrici Imperatoris,"Henry II, Confessor; German King and Roman Emperor; died Jul.13, 1024",14071300,7,13
2607,Herblandi,"Hermeland, Abbot of Aindre (Nantes)",14101820,10,18
4234,Herculani Perusini,"Herculanus, Martyr, Bishop of Perugia",14030120,3,1
1919,"Hermagorae, Fort.,8",In week after Hermagoras and Fortunatus,14071208,,
2377,"Hermagorae,Fortunati","Hermagoras and Fortunatus, Martyrs",14071200,7,12
2884,Hermenegildi Martyris,,,4,13
2469,Hermetis,"Hermes, Martyr",14082830,8,28
2539,Hieronimi,"Jerome, Doctor",14093000,9,30
1920,"Hieronimi,8",In week after Jerome,14093008,,
2470,Hilariae et Soc.,"Hilaria, Martyr, Mother of Afra, Matron at Augsburg",14081230,8,12
2143,Hilarii,"Hilary, Bishop of Poitiers, Doctor",14011400,1,14
4318,Hilarii Arelatensis,"Hilary (Hilarius or Hilarus), Archbishop of Arles, Confessor",14050500,5,5
2608,Hilarionis,"Hilarion, Abbot",14102120,10,21
4540,Hildegardis Bingensis,"Hildegard of Bingen, Abbess",14091701,9,17
2471,Hippolyti,"Hippolytus, Martyr",14081300,8,13
2686,Huberti,"Hubert, First Bishop of Liege, Confessor",14110330,11,3
2236,Hugonis,"Hugo (Hugh), Abbot of Jumieges and Archbishop of Rouen",14040910,4,9
4564,Hugonis Episc. Lincolniensis,"Hugh, Bishop of Lincoln",14111740,11,17
2237,Hugonis TP,"Hugo, Eastertide",14040980,4,9
4563,Humbelinae,"Humbelina (Humbleline), matron, sister of Bernard of Clairvaux",14021200,2,12
2540,Humberti,"Humbert, Abbot and Bishop",14090600,9,6
2472,Hunegundis,"Hunegundis, Abbess",14082510,8,25
1921,Hymni,Hymns,16007000,,
2193,Ignatii,"Ignatius, Bishop of Antioch, Martyr",14020110,2,1
4319,Ildefonsi,"Ildephonsus, Archbishop of Toledo",14012301,1,23
4464,Imerii,"Imerius (Himerius) of Immertal, monk, hermit, and missionary in the Swiss Jura",14111240,11,12
1922,In Dedic. Altaris,Commemoration of an Altar's Dedication,16011000,,
2091,In Dedicat. Eccl. TP,"Dedication of a Church, in Eastertide",12008080,,
1923,"In Dedicat. Eccl.,8",In week after Dedication of Church,12008008,,
1924,In Dedicatione Eccl.,Dedication of a Church,12008000,,
1926,In Letaniis,"General, Rogation Days",08068010,,
2238,In Letaniis maj.,The greater litany; The Major Rogation,08042500,4,25
2105,In Temp Pestilentiae,Chants in time of the plague,16018000,,
1932,In Triduum,"General, during the Triduum",07069000,,
4454,In dedicatione S. Mariae,"Commemoration of the date when Boniface IV dedicated the Pantheon in Rome to the service of God in the name of ""S. Mariae semper Virginis et omnium Martyrum""",14051310,5,13
1925,In estate,"General, in summer",10000000,,
4455,In nativitate Pontificis,Chants for the birth of a Pope,16208020,,
1927,In tempore Adventus,"General, in Advent",01000000,,
1928,In tempore Epiph.,"General, after Epiphany",05000000,,
1929,In tempore Nat.,"General, in Christmastide",03000000,,
1930,In tempore Paschae,"General, Eastertide",08000000,,
1931,In tempore Quad.,"General, in Lent",07000000,,
4197,In tempore belli contra Sarracenos,Chants in time of war against the Saracens,16021000,,
4198,In tempore oritur inter christianos,Chants in time of an uprising among Christians,16022000,,
4320,In transitu Francisci,Anniversary of the death of Francis of Assisi,14100330,10,3
4321,Ingenuini et Albuini,"Ingenuinus (Genuinus), Bishop of Seben in Tyrol, and Albuinus, Bishop of Brixen",14020510,2,5
1933,Inventio Afrae,The finding of Afra's relics,17004000,,
2687,Inventio Antonini,Finding of Antoninus's relics,14111310,11,13
4247,Inventio Catharinae,Finding of Catherine of Alexandria's relics,,,
2276,Inventio Crucis,Finding of the Cross,14050300,5,3
1934,"Inventio Crucis,8",In week after the Finding of the Cross,14050308,,
2239,Inventio Dionysii,Finding of Denis's relics,14042200,4,22
2144,Inventio Firmini,Finding of Firminus's relics,14011520,1,15
4323,Inventio Francisci,The finding of Francis's relics,14121220,12,12
2473,Inventio Stephani,Finding of Stephen's relics (First Martyr),14080300,8,3
1935,Inventio Udalrici,The finding of Ulric's relics,17005000,,
1936,Invitatoria,Invitatory Antiphons or Psalms,16004000,,
4565,Irenes,Irene of Santarém (Portugal),14102010,10,20
4324,Isabelle,"Isabel, Virgin, Sister of King Louis IX of France (daughter of King Louis VIII), founder of a convent at Longchamp",14090160,9,1
2240,Ivonis,"Ivo, Bishop of unknown origin (Persia?), came to England in the 7th century",14042410,4,24
4538,Ivonis de Kermartin,"Ivo of Kermartin (Yves Hélory, Yvo, Ives)",14051930,5,19
4325,Iwigii,"Iwigius (Ywi, Iwig, Ivi, Ywy, Ivy, Iwie), Deacon, Hermit, of Lindisfarne",14100860,10,8
4503,"Iwigii, transl.",Moving of relics of Iwigius,17009000,,
2378,Jacobi,"James the Greater, Apostle",14072500,7,25
4599,"Jacobi, miracula",Miracles of James (in wars under Alfonso VI and Sancho),14100420,10,4
1937,"Jacobi,8",In week after James the Greater,14072508,,
2541,Januarii,Januarius of Benevento,14091900,9,19
2609,Januarii et Soc.,"Januarius, Faustus, and Martialis, Martyrs (the ""Three Crowns of Cordova"")",14101910,10,19
2221,Joachimi,"Joachim, the father of Mary",14032010,3,20
4567,Joannis Abbatis Reomensis,"John of Réome, abbot",14012830,1,28
2327,Joannis Baptistae,John the Baptist,14062400,6,24
1938,"Joannis Baptistae,8",In week after John the Baptist,14062408,,
2920,Joannis Capistranensis,"John of Capistrano, Confessor, Missionary",14102340,10,23
2379,Joannis Cassiani,"John Cassian, Abbot",14072310,7,23
2145,Joannis Chrysostomi,"John Chrysostom, Doctor",14012700,1,27
2740,Joannis Evang.,John the Evangelist,02122700,12,27
1939,"Joannis Evang.,8",In week after John the Evangelist,02122708,,
4326,Joannis Francisci Regis,"Jean-François Régis (also ""John Francis Regis"" and ""St Regis""), priest of the Society of Jesus, canonized in 1737",14061610,6,16
2277,Joannis Port. Lat.,John before the Latin Gate,14050600,5,6
4507,Joannis de Husinec,"Jan Hus (d. 1415, Council of Constance), venerated as a saint in 15th- and 16th-century Bohemia",14070640,7,6
2328,"Joannis, Pauli","John and Paul, Martyrs",14062600,6,26
2222,Josephi,"Joseph, spouse of Mary",14031900,3,19
4327,Josephi Prophetae,"Joseph, son of Jacob and Rachel",14030800,3,8
2278,Judae Quiriaci,"Judas Quiriacus (Cyriacus), Bishop",14050420,5,4
2741,Judoci,"Judoc, Prince and Hermit",14121330,12,13
2194,Julianae,"Juliana, Virgin Martyr",14021600,2,16
2474,Juliani,"Julian of Brioude, Martyr",14082810,8,28
2146,"Juliani, Epi.","Julian, Bishop of Le Mans",14012710,1,27
2475,"Juliani, Hermetis","Julian of Brioude and Hermes, Martyrs",14082860,8,28
4501,Justae et Rufinae,"Justa and Rufina, Virgin Martyrs, patronesses of Seville",14071730,7,17
2610,Justi,"Justus of Beauvais, Martyr",14101810,10,18
2542,"Justi, Epi.","Justus, Bishop of Lyons",14090150,9,1
4568,"Justi, Pastoris","Justus and Pastor, Martyrs at Alcalá de Henares (Complutum)",14080630,8,6
2543,"Justinae, Cypriani","Justina and Cyprian, Martyrs",14092600,9,26
1940,"Justinae, Cypriani,8",In week after Justina and Cyprian,14092608,,
2476,Justini,"Justin, child martyred near Paris",14080810,8,8
2930,Justini Martyris,,,4,14
2279,Juvenalis,"Juvenal, Bishop of Narni",14050320,5,3
2147,Karoli Magni,"Charlemagne, Emperor and Confessor",14012810,1,28
2380,Kenelmi,"Kenelm, Prince of Mercian Royal Family",14071710,7,17
2381,Kiliani et Soc.,"Kilian and Companions, Martyrs",14070810,7,8
2223,Kunegundis,"Cunegund (Kunegunde), Queen",14030300,3,3
1941,LACUNA,Indicates missing page(s) in MS,00000000,,
1944,LITURA,Indicates that the liturgical occasion is unknown or missing due to an erasure in the manuscript or other removal (e.g. fragmentation) of information that was previously present.,00000001,,
2546,LOCAL:Adriani,"Adrian, Martyr, as witnessed at Augsburg",14090830,9,8
2478,LOCAL:Afrae,"Afra, Martyr, as witnessed at Augsburg and Muenster",14080710,8,7
2479,LOCAL:Annae,"Anne, as witnessed in Muenster (after 1510)",14081650,8,16
2383,"LOCAL:Annae,Zutfania","Anne, as witnessed at Zutphen",14071900,7,19
2547,LOCAL:Hieronimi,"Jerome, as witnessed in Muenster",14092810,9,28
2334,LOCAL:Sept.Dorm.Eph.,"Seven Sleepers of Ephesus, as witnessed at Muenster",14062710,6,27
2613,"LOCAL:Sulpit.,Sever.","Sulpitius (Sulpitianus, Simplicius) and Servilianus, Martyrs, as witnessed at Augsburg",14100310,10,3
2384,LOCAL:Tr.Trium Regum,"Moving of relics of the Three Kings (the Magi) to Cologne in the 12th Century, as witnessed in Muenster",14072620,7,26
2335,LOCAL:Transl. Serva.,Moving of Servatius's relics,14060710,6,7
2329,Ladislai,"Ladislaus, King of Hungary",14062700,6,27
2544,Lamberti,"Lambert, Bishop of Maestricht",14091700,9,17
1942,"Lamberti,8",In week after Lambert,14091708,,
2330,Landelini,"Landelinus, Abbot",14061520,6,15
2331,Landerici,"Landericus (Landry), Bishop of Paris",14061000,6,10
2148,Launomari,"Launomarus, Abbot of Corbie",14011930,1,19
2477,Laurentii,"Laurence, Martyr",14081000,8,10
1943,"Laurentii,8",In week after Laurence,14081008,,
4569,Lauteni,"Lautein (Lothenus, Lautenus), Abbot, founder of Silèze and Maximiac abbeys in the Jura mountains",14110200,11,2
2742,Lazari,"Lazarus of Bethany, ""Bp."" Marseilles",14121700,12,17
2688,Lebuini,"Lebwin (Lebuin, Liafwin, Leafwine), Confessor",14111200,11,12
4591,Leocadiae,"Leocadia of Toledo, Virgin Martyr",14120920,12,9
2611,Leodegarii,"Leodegarius (Leger), Bishop Martyr",14100200,10,2
2689,Leonardi,"Leonard, Hermit",14110610,11,6
4329,Leonardi a Portu Mauritio,"Leonardo of Porto Maurizio (Leonard of Port Maurice), confessor, missionary and ascetic writer (canonized 1867)",14112630,11,26
2332,Leonis,"Leo the Great, Pope",14062800,6,28
2934,"Leonis I Papae, Confessoris et Ecclesiae Doctoris",,,4,11
2241,"Leonis, Pont.","Leo IX, Pope",14041900,4,19
2242,"Leonis, Pont., Quad.","Leo IX, Pope, when the feast occurs during Lent",14041910,4,19
2545,Leopardi,"Leopardus, Martyr",14093010,9,30
2690,Leopoldi,"Leopold, Margrave of Austria (Leopoldi Marchionis)",14111520,11,15
4604,"Leopoldi, transl.","Moving of Leopold, Margrave of Austria's relics (Leopoldi Marchionis)",14021520,2,15
2333,Leutfredi,"Leufred (Leufroy), Abbot",14062110,6,21
2382,Liborii,"Liborius, Confessor and Bishop of Lemans",14072300,7,23
4330,Licinii,"Licinius, Confessor, Bishop of Angers",14110150,11,1
2691,Lini,"Linus, Bishop of Rome",14112600,11,26
2614,Lucae,"Luke, Evangelist",14101800,10,18
1945,"Lucae,8",In week after Luke,14101808,,
2615,Lucani,"Lucanus of Gascony, Martyr",14103000,10,30
2743,Luciae,"Lucy (Lucia), Virgin Martyr",14121300,12,13
2548,"Luciae, Germiniani","Lucy and Germinianus, Martyrs",14091620,9,16
1946,"Luciae,8",In week after Lucy,14121308,,
2616,Luciani et Soc.,"Lucianus and Companions, Martyrs",14101620,10,16
2224,Ludgeri,"Ludger (Liudger), First Bishop of Muenster",14032600,3,26
2549,Ludmillae,"Ludmilla, Matron and Martyr",14091630,9,16
2480,Ludovici,"Louis IX, King of France",14082500,8,25
2481,Ludovici Toul.,"Louis, Bishop of Toulouse",14081900,8,19
2550,Lupi,"Lupus (Leu), Bishop of Sens",14090110,9,1
2617,Lupi Bajocensis,"Lupus, Bishop of Bayeux",14102520,10,25
4570,Lutgardae,"Lutgard, Virgin, Mystic, Cistercian Order",14061620,6,16
2149,Macarii,"Macarius the Elder, Hermit",14011530,1,15
2482,Machabaeorum,"Holy Maccabees, Martyrs",14080120,8,1
2692,Maclovii,"Maclovius (Malo, Maclou, Machut, Maclow, Maloù, Mac'h Low, Maglovius, Machutus), Bishop of Aleth",14111510,11,15
2385,Madelgari,"Vincent (ne Madelgar), Abbot",14071400,7,14
4331,Mafaldae Reginae,Portuguese princess and queen; nun (Cistercian order) in the Convent of Arouca,14050230,5,2
2618,Maglorii,"Magloire (Maelor), Bishop of Dol",14102400,10,24
2551,Magni,"Magnus, ""Apostle"" of Bavaria",14090610,9,6
4332,Malachiae,"Malachy, Bishop at Armagh, Ireland",14110220,11,2
2281,Mamerti,"Mamertus, Bishop of Vienne",14051100,5,11
2552,Marcelli,"Marcellus, Martyr",14090420,9,4
1947,"Marcelli Parisien.,8",In week after Marcellus of Paris,14110318,,
2693,Marcelli Parisiensis,"Marcellus, Bishop of Paris",14110310,11,3
2619,"Marcelli, Apuleii","Marcellus and Apulejus, Martyrs",14100710,10,7
2150,"Marcelli, Pont.","Marcellus I, Pope and Martyr",14011600,1,16
2336,"Marcellini, Petri","Marcellinus and Peter, Martyrs",14060200,6,2
2243,Marci,"Mark, Evangelist",14042500,4,25
2337,"Marci, Marcellini","Mark and Marcellian, Martyrs",14061800,6,18
2620,"Marci, Pont.","Mark, Pope",14100700,10,7
4479,"Marci,8","In week after Mark, Evangelist",14042508,,
2386,Margaritae,"Margaret (Marina), Virgin Martyr",14072010,7,20
4333,Margaritae Cortonensis,"Margaret of Cortona, penitent (canonized in 1728)",14022210,2,22
2244,Mariae Aegyptiacae,"Mary the Egyptian, Penitent",14040200,4,2
1948,"Mariae Mag.,8",In week after Mary Magdalene,14072208,,
2387,Mariae Magdalenae,Mary Magdalene,14072200,7,22
4571,Mariae Salome,Mary Salome,14102210,10,22
2483,Mariae ad Nives,Mary of the Snows,14080520,8,5
2151,"Marii, Marthae","Marius, Martha, et al., Martyrs",14011900,1,19
2388,Marinae,"Marina, Virgin",14071720,7,17
1949,Mart. sive Conf. TP,"Common of Martyrs or Confessors, Eastertide",12802300,,
2389,Marthae,"Martha, Virgin",14072930,7,29
2390,"Martialis, Apost.","Martial, ""Apostle"" of Limoges",14070800,7,8
2338,"Martialis, Epi.","Martial, Bishop of Limoges",14063010,6,30
2940,Martinae,"Martina, Virgin Martyr (said to have been beheaded in Rome under Emperor Alexander Severus, 1 January 228)",14013020,1,30
2694,Martini,"Martin, Bishop of Tours",14111100,11,11
4572,Martini Archiepiscopi Bracharensis,"Martin, Bishop of Braga",14032020,3,20
2941,"Martini, Pont.","Martin I, Pope",14111250,11,12
1950,"Martini,8",In week after Martin,14111108,,
2553,Materni,"Maternus, Bishop of Cologne",14091910,9,19
2554,Matris dolorosae,The Seven Sorrows of Mary,14091550,9,15
2555,Matthaei,"Matthew, Apostle and Evangelist",14092100,9,21
1951,"Matthaei,8",In week after Matthew,14092108,,
2195,Matthiae,"Matthias, Apostle",14022400,2,24
2695,Maturini,"Maturin, Priest of Larchant (Sens)",14110930,11,9
2152,Mauri,"Maurus, Abbot",14011510,1,15
1952,"Mauri,8",In week after Maurus,14011518,,
2556,Maurilii,"Maurilius, Bishop of Angers",14091300,9,13
2557,Mauritii,"Maurice and Companions, Martyrs",14092200,9,22
2696,Maxellendis,"Maxellendis, Virgin Martyr",14111320,11,13
2621,Maximiliani,"Maximilian, Bishop of Lorch",14101220,10,12
2282,Maximini,"Maximinus, Bishop of Trier",14052900,5,29
2339,Medardi,"Medard, Bishop of Vermandois",14060800,6,8
2484,Mederici,"Medericus (Merry), Abbot",14082920,8,29
2153,Meginrati,"Meinrad, Hermit of Einsiedeln",14012110,1,21
2622,Melori,"Melorus (Melar, Mylor), Martyr",14100120,10,1
2697,Mennae,"Mennas, Martyr",14111110,11,11
2775,Mercurii,,,,
2558,Michaelis,Michael the Archangel (Michaelmas),14092900,9,29
2196,Milburgae,"Milburga, Abbess of Wenlock",14022300,2,23
2391,Mildrithae,"Mildred, Abbess of Minster-in-Thanet",14071310,7,13
2623,Miniatis,"Minias, Martyr",14102510,10,25
2698,Mirac. Genovefae,Commemoration of Genevieve's Miracle,14112610,11,26
4457,Miraculi sanctae crucis,The miracle of the Holy Cross (celebrated at Wilton Abbey),17008000,,
2948,Missa Votiva. Feria II. Missa de Sanctissima Trinitate,,,,
4549,Missa in dominicis diebus,Mass on Sundays,16012700,,
4334,Missa in gratiarum actione pro expulsa tribulatione vel egritudine et reddit prosperitate atque salute,Thanksgiving mass for the grace of the expelling of distress or disease and the recovering of prosperity and health,15009080,,
4335,Missa pro solo Episcopo dicenda,Mass said by the Bishop alone,15009070,,
2969,Missa pro vitanda mortalitate,,,,
4336,Missa quam Sacerdos pro se dicere debeat,Mass which the priest must say for himself,15009050,,
4337,Missa quam Sacerdos pro se dicere debeat digeritur hoc modo,Mass which the priest must say for himself in this way,15009040,,
4338,Missa quam Sacerdos pro se in tribulatione dicere debeat,Mass which the priest in distress must say for himself,15009060,,
4339,Missa votiva de omnibus Apostolis,Votive Mass for all the Apostles,15009021,,
4340,Missa votiva de rege,Votive Mass for a king,15009020,,
4341,Missa votiva omnimoda,Votive Mass,15009010,,
4342,Missa votiva pluralis,Votive Mass on behalf of several people,15009012,,
4343,Missa votiva quam dicit Episcopus quando presbyterum ordinat,Votive Mass said by the Bishop when a presbyter is ordained,15009030,,
4344,Missa votiva singularis,Votive Mass on behalf of one person,15009011,,
2197,Modesti,"Modestus, Martyr",14021210,2,12
2283,Monicae,"Monica, Mother of Augustine",14050440,5,4
2972,Monicae Viduae,,,5,4
4345,Multorum in tribulatione,Chants for many in tribulation,16026020,,
2392,"Mustiolae, Irenaei","Mustiola and Irenaeus, Martyrs",14070310,7,3
2624,Narcissi,"Narcissus, Bishop of Gerona",14102900,10,29
2744,Nat. Innocentium,Holy Innocents,02122800,12,28
1953,"Nat. Innocentium,8",In week after Holy Innocents,02122808,,
2745,Nativitas Domini,Christmas Day,02122500,12,25
1954,"Nativitas Domini,8",In week after Christmas,02122508,,
2559,Nativitas Mariae,Birthday of Mary,14090800,9,8
1955,"Nativitas Mariae,8",In week after Birthday of Mary,14090808,,
2779,Nazarii,,,,
2393,"Nazarii, Celsi","Nazarius and Celsus, Martyrs",14072800,7,28
4346,"Nerei, Achillei","Nereus and Achilleus, Roman Martyrs",14051240,5,12
2746,Nicasii,"Nicasius, Bishop Martyr of Reims",14121400,12,14
2625,Nicasii et Soc.,"Nicasius of Rouen, alleged Bishop of Rouen",14101130,10,11
2747,Nicolai,"Nicholas of Bari, Bishop of Myra",14120600,12,6
4347,Nicolai Pici et sociorum,"Nicholas Pieck (Nicolaus Picus) and 18 companions, Martyrs",14070920,7,9
1956,"Nicolai,8",In week after Nicholas,14120608,,
2560,Nicomedis,"Nicomedes, Martyr",14091530,9,15
2561,"Nicomedis, Valeriani","Nicomedes and Valerianus, Martyrs",14091540,9,15
4546,Nominis BMV,"The Holy Name of Mary, celebrated on the Sunday after the Nativity of Mary",14090811,,
2154,Nominis Jesu,The Holy Name of Jesus,14011430,1,14
2245,Oct. Adalberti,Octave of Adalbert,14043020,4,30
2394,"Oct. Apost, Die 3",The third day after the Octave of Peter and Paul,14070820,7,8
1957,"Oct. Apostolorum,8",In week after Octave of Peter and Paul,14070608,,
1958,Oct. Ascens. Domini,Octave of Ascension,08075000,,
4199,Oct. Corporis Christi,Octave of Corpus Christi,09025000,,
1959,Oct. Dedicat. Eccl.,Octave of Dedication of Church,12008100,,
2155,Oct. Joannis Evang.,Octave of John the Evangelist,02010300,1,3
4480,"Oct. Joannis, Pauli",Octave of John and Paul,14070320,7,3
2626,"Oct. Justinae, Cypr.",Octave of Justina and Cyprian,14100300,10,3
2699,Oct. Marcel. Paris.,"Octave of Marcellus, Bishop of Paris",14111000,11,10
