id,title,institution_siglum,shelfmark,provenance_notes
706333,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Western MS 097",US-NYcub,Western MS 097,
683940,"New York City (NY), Columbia University - Barnard College Library, MS 1",US-NYcubl,MS 1,
704264,"Philadelphia, Free Library of Philadelphia, Lewis E M 1:10",US-PHf,Lewis E M 1:10,
704265,"Philadelphia, Free Library of Philadelphia, Lewis E M 1:16",US-PHf,Lewis E M 1:16,
712962,"Philadelphia, Free Library of Philadelphia, Lewis E M 67:1",US-PHf,Lewis E M 67:1,
712951,"Philadelphia, Free Library of Philadelphia, Lewis E M 67:2",US-PHf,Lewis E M 67:2,
710497,"Philadelphia, Free Library of Philadelphia, Lewis E M 70:16",US-PHf,Lewis E M 70:16,
1000050,"Princeton, Princeton University Library, 67.4",US-PRu,67.4,
713017,"Princeton, Princeton University Library, Garrett MS. 169",US-PRu,Garrett MS. 169,
691366,"Princeton, Princeton University Library, Princeton MS. 245",US-PRu,Princeton MS. 245,
712488,"St Louis, Peter H. Raven Library (Missouri Botanical Library), (no shelf-mark) D-05qz8",US-SLprl,D:05qz8,
670659,"St Louis, Peter H. Raven Library (Missouri Botanical Library), QK41.F8 1542, c.2",US-SLprl,"QK41.F8 1542, c.2",
693859,"Stanford, Stanford University - Green Library - Department of Special Collections, M2223, Item 42",US-STu,"M2223, Item 42",An Antiphonal from the parish at Santa Maria sopra Porta
1000019,"Stanford, Stanford University - Green Library - Department of Special Collections, MSS CODEX 0734 FF",US-STu,MSS CODEX 0734 FF,Convent of Santiago Tlatelolco (now Mexico City)
1000099,"Worcester (MA), Assumption University - D'Alzon Library, 4a",US-WOau,4a,
1000100,"Worcester (MA), Assumption University - D'Alzon Library, 4b",US-WOau,4b,
1000098,"Worcester (MA), Assumption University - D'Alzon Library, 4c",US-WOau,4c,
706318,"Washington (D.C.), The Library of Congress - Music Division, M2.1 X M1",US-Wc,M2.1 X M1,
706321,"Washington (D.C.), The Library of Congress - Music Division,  M2.1 XI M1",US-Wc,M2.1 XI M1,
706322,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M3",US-Wc,M2.1 XI M3,
706323,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M4 [formerly M2.1 XII M1]",US-Wc,M2.1 XI M4 [formerly M2.1 XII M1],
702468,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M5",US-Wc,M2.1 XI M5,
706624,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XI M6 [formerly M2.1 XII M8]",US-Wc,M2.1 XI M6 [formerly M2.1 XII M8],
706630,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M10",US-Wc,M2.1 XII M10,
706631,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M11 [formerly M2.1 XI M2]",US-Wc,M2.1 XII M11 [formerly M2.1 XI M2],
706632,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M12 [formerly M2.1 XIII M4]",US-Wc,M2.1 XII M12 [formerly M2.1 XIII M4],
706625,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M2",US-Wc,M2.1 XII M2,
706626,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M4",US-Wc,M2.1 XII M4,
706627,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M6",US-Wc,M2.1 XII M6,
706628,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M7",US-Wc,M2.1 XII M7,
706629,"Washington (D.C.), The Library of Congress - Music Division, M2.1 XII M9",US-Wc,M2.1 XII M9,
123605,"Città del Vaticano, Biblioteca Apostolica Vaticana, Cappella Sistina 27",V-CVbav,Cappella Sistina 27,
123661,"Città del Vaticano, Biblioteca Apostolica Vaticana, San Pietro B.79",V-CVbav,San Pietro B.79,
123676,"Città del Vaticano, Biblioteca Apostolica Vaticana, lat. 8737",V-CVbav,lat. 8737,
713037,"Unknown, Current Location Unknown, F-723s",XX-NN,F-723s,
713033,"Unknown, Current Location Unknown, F-g8xi",XX-NN,F-g8xi,
713041,"Unknown, Current Location Unknown, F-ppmq",XX-NN,F-ppmq,
123724,Münster Antiphoner (1537),XX-NN,MA Impr. 1537,
1000064,"McClean (USA), Private Collection, D-00jf0",,D:00jf0,
1000056,"Bedford (USA), Private Collection, D-016kc",,D:016kc,
701835,"Oxford (UK), Private collections, D-01d6t",,D:01d6t,
1000018,"London (Ontario), Private collections, D-01oko",,D:01oko,"Purchased from a vendor at a travelling Christmas bazaar in San Diego, California in the 1970s for $20 USD."
699079,"North Vancouver (British Columbia), Private collections, D:02csu",,D:02csu,
703301,"Halifax (Canada), Private collections, D-02fkm",,D:02fkm,
1000072,"Victoria, Private Collection, D-02ka7",,D:02ka7,Italy?
706688,"Montreal (Quebec), Private collections, D-02ryf",,D:02ryf,
705146,"New York (USA), Private collections, D-03cfi",,D:03cfi,
701887,"Oxford (UK), Private collections, D-03w1z",,D:03w1z,
1000071,"Calgary, Private Collection, D-04sqa",,D:04sqa,
706317,"Cincinnati (Ohio), Private collections, D-05k5s",,D:05k5s,
710892,"Mascouche (Quebec), Private collections, D-06b7w",,D:06b7w,
705107,"New York (USA), Private collections, D-06g6c",,D:06g6c,
706230,"Hartford (CT), Private collections, D-0777g",,D:0777g,
1000009,"Connecticut USA, Private collections, D-07e7c",,D:07e7c,Cistercian?; Belgium or northern France?
1000007,"Connecticut USA, Private collections, D-07lvz",,D:07lvz,Cistercian?; Belgium or northern France?
701879,"Oxford (UK), Private collections, D-083py",,D:083py,
1000008,"Connecticut USA, Private collections, D-0b3z1",,D:0b3z1,Cistercian; Belgian?
1000053,"Austin (USA), Private Collection, D-0bz05",,D:0bz05,
710155,"Montreal (Quebec), Private collections, D-0dex0",,D:0dex0,
699072,"Oakland (California), Private collections, D-0e330",,D:0e330,
1000006,"Connecticut USA, Private collections, D-0e78r",,D:0e78r,Cistercian?; Belgium or northern France?
702383,"Porto Alegre (Brazil), Private collections, D-0egev",,D:0egev,
702589,"Bristol (UK), Private collections, D-0eqhg",,D:0eqhg,
713018,"Victoria (British Columbia), Private collection, D-0es6l",,D:0es6l,
706707,"Rottenburg (Germany), Private collections, D-0f2cr",,D:0f2cr,
1000028,"Connecticut USA, Private collections, D-0f4dd",,D:0f4dd,Cistercian?; Belgium or northern France?
706305,"Salem (New Hampshire), Private collections, D-0fery",,D:0fery,
701833,"Oxford (UK), Private collections, D-0fmrt",,D:0fmrt,
705131,"New York (USA), Private collections, D-0ghwf",,D:0ghwf,
1000031,"Connecticut USA, Private collections, D-0gpiu",,D:0gpiu,Cistercian; Belgian?
699064,"Villars (France), Private collections, D-0iml3",,D:0iml3,
675559,"California, Private collections, D-0io1s",,D:0io1s,
1000029,"Connecticut USA, Private collections, D-0jb34",,D:0jb34,Cistercian?; Belgium or northern France?
699152,"Newcastle (South Africa), Private collections, D-0jwc0)",,D:0jwc0,
1000027,"Connecticut USA, Private collections, D-0k0iy",,D:0k0iy,Cistercian?; Belgium or northern France?
698931,"New York (USA), Private collections, D-0kmpp",,D:0kmpp,
1000034,"Connecticut USA, Private collections, D-0ksrz",,D:0ksrz,Cistercian; Belgian?
1000054,"Newcastle (South Africa), Private collections, D-0luvn",,D:0luvn,
1000010,"Connecticut USA, Private collections, D-0ly13",,D:0ly13,Cistercian?; Belgium or northern France?
706237,"Issaquah (WA), Private collections, D-0p4kz",,D:0p4kz,
711340,"Ashland (Oregon), Private collections, D-0pkms",,D:0pkms,
1000057,"Los Angeles (USA), Private Collection, D-0poon",,D:0poon,
1000033,"Connecticut USA, Private collections, D-0qz8m",,D:0qz8m,Cistercian; Belgian?
699263,"Boston (Massachusetts USA), Private collections, D-0r3s1",,D:0r3s1,
1000032,"Connecticut USA, Private collections, D-0rvs2",,D:0rvs2,Cistercian; Belgian?
1000063,"Montague (USA), Private Collection, D-0tczn",,D:0tczn,
711030,"[Unspecified], Private Collections, D-0tgz3",,D:0tgz3,
1000055,"Seattle (USA), Private Collection, D-0to02",,D:0to02,Carthusian?
698806,"Kitchener (Ontario), Private collections, D:0uhiz",,D:0uhiz,
698934,"Berlin (Germany), Private collections, D-0ukk4",,D:0ukk4,
702518,"Eindhoven (Netherlands), Private collections, D-0v8wt",,D:0v8wt,
1000030,"Connecticut USA, Private collections, D-0vyii",,D:0vyii,Cistercian?; Belgium or northern France?
702186,"Dublin (Ireland), Private collections, D-0wg82",,D:0wg82,
1000070,"Cleveland Heights, Private Collection, D-0x5uo",,D:0x5uo,
706914,"Montreal (Quebec), Private collections, D-0xbns",,D:0xbns,
674961,"California, Private collections, D-0xpcp",,D:0xpcp,
714555,"Connecticut USA, Private collections, D-0yp1h",,D:0yp1h,Cistercian?; Belgium or northern France?
703087,"Phoenix, Private collections, D-0zgch",,D:0zgch,
702189,"Dublin (Ireland), Private collections, D-0zkxv",,D:0zkxv,
711106,"Sydney (Nova Scotia), Private Collections, D-qev2",,D:qev2,
707345,"Nevada, Private collections, F-1gne",,F-1gne,
711259,"Halifax (Nova Scotia), Private Collections, F-nmt3",,F-nmt3,
1000013,"California, Private collections, F-rqu3",,F-rqu3,
