id,title,siglum,shelfmark
123648,"Zutphen, Stadsarchief en Stedelijke Bibliotheek, 6",NL-ZUa 6,6
599679,"Wellington (New Zealand), The Alexander Turnbull Library - Rare Books, MSR-03",NZ-Wt MSR-03,MSR-03
123726,"Braga, Biblioteca Pública, 1",P-BRp 1,1
123734,"Braga, Biblioteca Pública, ADB 949 (Braga Codex)",P-BRp 949,ADB 949 (Braga Codex)
123732,"Braga, Arquivo da Sé, 18",P-BRs 18,18
123728,"Braga, Arquivo da Sé, 23",P-BRs 23,23
123752,"Braga, Arquivo da Sé, Antiphoner from the Cathedral of Braga, nº32",P-BRs Nº32,"Antiphoner from the Cathedral of Braga, nº32"
123749,"Coimbra, Biblioteca Geral da Universidade, MM45",P-Cug MM45,MM45
123729,"Lamego, Arquivo da Sé, 1084 4-b",P-LA 1084 4-b,1084 4-b
123591,"Porto, Biblioteca Municipal, 1151",P-Pm 1151,1151
123891,"Gniezno, Archiwum Archidiecezjalne, 149",PL-GNd 149,149
123736,"Kielce, Biblioteka Kapituły Katedralnej, Ms. 1",PL-KIk 1,Ms. 1
123686,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.1 (rkp. Perg. 12)",PL-Kkar 1 (Rkp 12),Ms.1 (rkp. Perg. 12)
123708,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.2 (rkp. Perg. 14)",PL-Kkar 2 (Rkp 14),Ms.2 (rkp. Perg. 14)
123709,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.3 (rkp. Perg. 15)",PL-Kkar 3 (Rkp 15),Ms.3 (rkp. Perg. 15)
123710,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)",PL-Kkar 4 (Rkp 20),Ms.4 (rkp. Perg. 20)
123711,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)",PL-Kkar 5 (Rkp 13),Ms.5 (rkp. Perg. 13)
589069,"Wroclaw, Biblioteka Uniwersytecka, I F 401",PL-WRu I F 401,I F 401
124050,"Wroclaw, Biblioteka Uniwersytecka, IV.Q.81",PL-WRu IV.Q.81,IV.Q.81
123756,"Wroclaw, Biblioteka Uniwersytecka, Ms. R 503",PL-WRu R 503,Ms. R 503
123712,"Wrocław, Zakład Narodowy im. Ossolińskich - Biblioteka, Rkp. 12025/IV",PL-WRzno 12025/IV,Rkp. 12025/IV
1000069,"Umeå, University Library, Ink. 4",S-UMsdl Ink. 4,Ink. 4
123618,"Ljubljana, Nadškofijski arhiv (Archiepiscopal Archives), 18 (olim 17)",SI-Lna 18 (olim 17),18 (olim 17)
123659,"Ljubljana, Nadškofijski arhiv (Archiepiscopal Archives), 19 (olim 18)",SI-Lna 19 (olim 18),19 (olim 18)
124103,"Bratislava, State Archive Bratislava, EC.Lad.3",SK-BRa BMI EC Lad.3 EL18,EC.Lad.3
123742,"Bratislava, Archív hlavného mesta SR Bratislavy, EC Lad. 4, ba (Bratislava Antiphonary IIb)","SK-BRm EC Lad. 4, ba","EC Lad. 4, ba (Bratislava Antiphonary IIb)"
1000040,"New Taipei City, Fu Jen University, Book 1, Test - Chinese Catholic Plainchant",T-NTCfj GO vol.1,"Book 1, Test - Chinese Catholic Plainchant"
1000093,"Halifax, Cantus, Learning Volpiano Practice Source",TODO,Learning Volpiano Practice Source
123706,"Istanbul, Topkapı Sarayı Müzesi, Deissmann 42",TR-Itks 42,Deissmann 42
1000074,"Lucas City (Test Sources Land), Test Sources, Test",Test,Test
1000000,"Annapolis  (Test Sources Land),  Test Sources, Test Source IV: Return of the Test Source",Test-Test IV,Test Source IV: Return of the Test Source
710075,"Austin, Harry Ransom Center, HRC 145",US-AUS 145,HRC 145
709973,"Austin, Harry Ransom Center, 21",US-AUS 21,21
673035,"Austin, Harry Ransom Center, HRC 13",US-AUS HRC 13,HRC 13
702358,"Baltimore, Walters Art Museum, W 759",US-BAw W 759,W 759
702359,"Baltimore, Walters Art Museum, W 760",US-BAw W 760,W 760
588733,"Bryn Mawr, Bryn Mawr College Special Collection, 50",US-BM 50,50
699263,"Boston (Massachusetts USA), Private collections, D-0r3s1",US-BosMApc D-0r3s1,D:0r3s1
656252,"Chestnut Hill (MA), Boston College University Libraries - John J. Burns Library, MS.1996.097",US-CHNbcbl MS.1996.097,MS.1996.097
669030,"Chicago, Art Institute of Chicago - Mrs. William E. Kelley Collection, 1911.142b",US-Cai 1911.142b,1911.142b
123953,"Chicago, The Newberry Library, case 181",US-Cn 181,case 181
123671,"Chicago, The Newberry Library, 24",US-Cn 24,24
124051,"Chicago, The Newberry Library, case 59.1",US-Cn 59.1,case 59.1
711199,"Iowa City, University of Iowa Rita Benton Music Library Rare Book Room, M2149.6 1475",US-IO M2149.6 1475,M2149.6 1475
712836,"Iowa City, University of Iowa Libraries Special Collections and Archives, MSC0542, xMMS.Po1","US-IOspca MSC0542, xMMS.Po1","MSC0542, xMMS.Po1"
699262,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, M2147.C53 1500z",US-KClbsc M2147.C53 1500z,M2147.C53 1500z
710152,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, M2149.2 .V4 1629",US-KClbsc M2149.2 .V4 1629,M2149.2 .V4 1629
711438,"Kansas City (MO), University of Missouri-Kansas City - LaBudde Special Collections - Miller Nichols Library, MS 0285 Object 4",US-KClbsc MS 0285 Object 4,MS 0285 Object 4
123921,"Los Angeles, J. Paul Getty Museum, Ms. 64",US-LAgmmd Ms.64,Ms. 64
712288,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 1",US-Mu BX1999.85.82 1562 Volume 1,BX1999.85.82 1562 Volume 1
712319,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 2",US-Mu BX1999.85.82 1562 Volume 2,BX1999.85.82 1562 Volume 2
712320,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 3",US-Mu BX1999.85.82 1562 Volume 3,BX1999.85.82 1562 Volume 3
1000039,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 4",US-Mu BX1999.85.82 1562 Volume 4,BX1999.85.82 1562 Volume 4
1000044,"Milwaukee, Raynor Archive at Marquette University, BX1999.85.82 1562 Volume 9",US-Mu BX1999.85.82 1562 Volume 9,BX1999.85.82 1562 Volume 9
123767,"Notre Dame, University of Notre Dame - Music Library, Lat. a. 12",US-NDu Lat. a. 12,Lat. a. 12
123744,"Notre Dame, University of Notre Dame - Music Library, lat. b.4",US-NDu lat. b.4,lat. b.4
604043,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Plimpton MS 034",US-NYcub Plimpton MS 034,Plimpton MS 034
589026,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Plimpton MS 041",US-NYcub Plimpton MS 041,Plimpton MS 041
706333,"New York City (NY), Columbia University - Rare Book and Manuscript Library, Western MS 097",US-NYcub Western MS 097,Western MS 097
683940,"New York City (NY), Columbia University - Barnard College Library, MS 1",US-NYcubl MS 1,MS 1
713017,"Princeton, Princeton University Library, Garrett MS. 169",US-PRu 169,Garrett MS. 169
1000050,"Princeton, Princeton University Library, 67.4",US-PRu 67.4,67.4
691366,"Princeton, Princeton University Library, Princeton MS. 245",US-PRu Princeton MS. 245,Princeton MS. 245
693859,"Stanford, Stanford University - Green Library - Department of Special Collections, M2223, Item 42","US-STu M2223, Item 42","M2223, Item 42"
1000019,"Stanford, Stanford University - Green Library - Department of Special Collections, MSS CODEX 0734 FF",US-STu MSS CODEX 0734 FF,MSS CODEX 0734 FF
1000057,"Los Angeles (USA), Private Collection, D-0poon",US-pc(CA) D-0poon,D:0poon
1000064,"McClean (USA), Private Collection, D-00jf0",US-pc(VA) D-00jf0,D:00jf0
1000003,Unknown Source (Chants),Unknown Source (Chants),Unknown Source (Chants)
1000004,Unknown Source (Sequences),Unknown Source (Sequences),Unknown Source (Sequences)
123847,"Città del Vaticano, Biblioteca Apostolica Vaticana, Vat. lat. 5319",V-CVbav 5319,Vat. lat. 5319
123661,"Città del Vaticano, Biblioteca Apostolica Vaticana, San Pietro B.79",V-CVbav B.79,San Pietro B.79
123605,"Città del Vaticano, Biblioteca Apostolica Vaticana, Cappella Sistina 27",V-CVbav Capp.Sist. 27,Cappella Sistina 27
123798,"Città del Vaticano, Biblioteca Apostolica Vaticana, Reg. lat. 1529",V-CVbav Reg1529,Reg. lat. 1529
123828,"Città del Vaticano, Biblioteca Apostolica Vaticana, Reg. lat. 318",V-CVbav Reg318,Reg. lat. 318
123676,"Città del Vaticano, Biblioteca Apostolica Vaticana, lat. 8737",V-CVbav Vat.lat. 8737,lat. 8737
124091,"Cape Town, National Library of South Africa, Grey 4c7",ZA-Csa Grey 3c23,Grey 4c7
1000118,,,F-Pa 944
1000116,,,F-R 249 (olim A. 280)
1000114,,,GB-Cu Additional 710
1000115,,,GB-Ob Rawl. C. 892
1000112,,,GB-Ob Rawl. liturg. d. 4
1000111,,,IRL-Dm Z.4.2.20
1000113,,,IRL-Dtc 109
1000109,,,IRL-Dtc 77
1000110,,,IRL-Dtc 79
1000108,,,IRL-Dtc 80
1000107,,,VI G 10a
1000126,,,VII G 16
